vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,-5.586353,0,55.2134,0.913114,0,0.407705
58,-6.001144,0,56.12331,0.906662,0,0.421857
59,-6.430035,0,57.02665,0.899992,0,0.435907
60,-6.872925,0,57.92322,0.893103,0,0.449852
61,-7.3297,0,58.81278,0.885999,0,0.463687
62,-7.800259,0,59.69514,0.87868,0,0.477411
63,-8.284485,0,60.57008,0.871149,0,0.491019
64,-8.782257,0,61.43737,0.863407,0,0.504508
65,-9.293457,0,62.29682,0.855456,0,0.517875
66,-9.817966,0,63.14822,0.847298,0,0.531117
67,-10.35565,0,63.99135,0.838935,0,0.544231
68,-10.90638,0,64.82602,0.83037,0,0.557213
69,-11.47003,0,65.65202,0.821603,0,0.57006
70,-12.04646,0,66.46916,0.812638,0,0.582769
71,-12.63552,0,67.27723,0.803476,0,0.595337
72,-13.23708,0,68.07604,0.79412,0,0.607761
73,-13.851,0,68.8654,0.784571,0,0.620039
74,-14.47711,0,69.64513,0.774833,0,0.632166
75,-15.11528,0,70.41501,0.764908,0,0.64414
76,-15.76534,0,71.17488,0.754797,0,0.655959
77,-16.42714,0,71.92455,0.744504,0,0.667618
78,-17.10052,0,72.66382,0.734031,0,0.679117
79,-17.78532,0,73.39255,0.72338,0,0.690451
80,-18.48137,0,74.11053,0.712554,0,0.701618
81,-19.1885,0,74.8176,0.701556,0,0.712615
82,-19.90654,0,75.51358,0.690388,0,0.72344
83,-20.63532,0,76.19832,0.679053,0,0.73409
84,-21.37466,0,76.87163,0.667554,0,0.744562
85,-22.12438,0,77.53337,0.655893,0,0.754854
86,-22.8843,0,78.18336,0.644074,0,0.764964
87,-23.65425,0,78.82146,0.632098,0,0.774888
88,-24.43402,0,79.44751,0.61997,0,0.784625
89,-25.22344,0,80.06136,0.607692,0,0.794173
90,-25.22344,0,80.06136,0.607692,0,0.794173
91,-26.01761,0,80.66904,0.607692,0,0.794173
92,-26.81178,0,81.27674,0.607692,0,0.794173
93,-27.60596,0,81.88443,0.607692,0,0.794173
94,-28.40013,0,82.49213,0.607692,0,0.794173
95,-29.1943,0,83.09982,0.607692,0,0.794173
96,-29.98847,0,83.70751,0.607692,0,0.794173
97,-30.78265,0,84.3152,0.607692,0,0.794173
98,-31.57682,0,84.9229,0.607692,0,0.794173
99,-32.37099,0,85.53059,0.607692,0,0.794173
100,-33.16516,0,86.13828,0.607692,0,0.794173
101,-33.95934,0,86.74597,0.607692,0,0.794173
102,-34.75351,0,87.35366,0.607692,0,0.794173
103,-35.54768,0,87.96136,0.607692,0,0.794173
104,-36.34185,0,88.56905,0.607692,0,0.794173
105,-37.13603,0,89.17674,0.607692,0,0.794173
106,-37.9302,0,89.78443,0.607692,0,0.794173
107,-38.72437,0,90.39213,0.607692,0,0.794173
108,-39.51855,0,90.99982,0.607692,0,0.794173
109,-40.31272,0,91.60751,0.607692,0,0.794173
110,-41.10689,0,92.2152,0.607692,0,0.794173
111,-41.90106,0,92.82289,0.607692,0,0.794173
112,-42.69524,0,93.43059,0.607692,0,0.794173
113,-43.48941,0,94.03828,0.607692,0,0.794173
114,-44.28358,0,94.64597,0.607692,0,0.794173
115,-45.07775,0,95.25366,0.607692,0,0.794173
116,-45.87193,0,95.86136,0.607692,0,0.794173
117,-46.6661,0,96.46905,0.607692,0,0.794173
118,-47.46027,0,97.07674,0.607692,0,0.794173
119,-48.25444,0,97.68443,0.607692,0,0.794173
