vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,6.054783,0,55.07248,0.897659,0,-0.440691
58,6.503044,0,55.96638,0.890082,0,-0.4558
59,6.966343,0,56.85256,0.882251,0,-0.470779
60,7.444553,0,57.73079,0.874168,0,-0.485623
61,7.937542,0,58.60081,0.865835,0,-0.500329
62,8.445164,0,59.46238,0.857255,0,-0.514892
63,8.967278,0,60.31525,0.84843,0,-0.529307
64,9.503727,0,61.15916,0.839363,0,-0.543572
65,10.05436,0,61.99388,0.830056,0,-0.557681
66,10.61904,0,62.81919,0.820511,0,-0.57163
67,11.19757,0,63.63483,0.810733,0,-0.585417
68,11.78982,0,64.44058,0.800722,0,-0.599036
69,12.39559,0,65.2362,0.790483,0,-0.612484
70,13.01473,0,66.02147,0.780018,0,-0.625757
71,13.64705,0,66.79616,0.76933,0,-0.638851
72,14.29236,0,67.56005,0.758423,0,-0.651763
73,14.95051,0,68.31293,0.747298,0,-0.664489
74,15.62128,0,69.05458,0.735961,0,-0.677024
75,16.3045,0,69.78479,0.724413,0,-0.689367
76,16.99995,0,70.50334,0.712658,0,-0.701512
77,17.70745,0,71.21003,0.700699,0,-0.713457
78,18.4268,0,71.90467,0.68854,0,-0.725198
79,19.15778,0,72.58704,0.676185,0,-0.736732
80,19.90019,0,73.25697,0.663636,0,-0.748056
81,20.65382,0,73.91425,0.650898,0,-0.759165
82,21.41845,0,74.55872,0.637974,0,-0.770058
83,22.19386,0,75.19014,0.624867,0,-0.780731
84,22.97983,0,75.80838,0.611582,0,-0.791181
85,23.77615,0,76.41325,0.598123,0,-0.801405
86,24.58257,0,77.00456,0.584492,0,-0.811399
87,25.39887,0,77.58218,0.570694,0,-0.821163
88,26.22481,0,78.1459,0.556734,0,-0.830691
89,27.06017,0,78.69559,0.542614,0,-0.839982
90,27.06017,0,78.69559,0.542614,0,-0.839982
91,27.90015,0,79.2382,0.542614,0,-0.839982
92,28.74013,0,79.78082,0.542614,0,-0.839982
93,29.58011,0,80.32343,0.542614,0,-0.839982
94,30.42009,0,80.86604,0.542614,0,-0.839982
95,31.26007,0,81.40866,0.542614,0,-0.839982
96,32.10006,0,81.95127,0.542614,0,-0.839982
97,32.94004,0,82.49389,0.542614,0,-0.839982
98,33.78002,0,83.0365,0.542614,0,-0.839982
99,34.62,0,83.57912,0.542614,0,-0.839982
100,35.45998,0,84.12173,0.542614,0,-0.839982
101,36.29996,0,84.66434,0.542614,0,-0.839982
102,37.13995,0,85.20696,0.542614,0,-0.839982
103,37.97993,0,85.74957,0.542614,0,-0.839982
104,38.81991,0,86.29219,0.542614,0,-0.839982
105,39.65989,0,86.8348,0.542614,0,-0.839982
106,40.49988,0,87.37742,0.542614,0,-0.839982
107,41.33986,0,87.92003,0.542614,0,-0.839982
108,42.17984,0,88.46265,0.542614,0,-0.839982
109,43.01982,0,89.00526,0.542614,0,-0.839982
110,43.8598,0,89.54787,0.542614,0,-0.839982
111,44.69978,0,90.09048,0.542614,0,-0.839982
112,45.53977,0,90.6331,0.542614,0,-0.839982
113,46.37975,0,91.17572,0.542614,0,-0.839982
114,47.21973,0,91.71833,0.542614,0,-0.839982
115,48.05972,0,92.26095,0.542614,0,-0.839982
116,48.8997,0,92.80356,0.542614,0,-0.839982
117,49.73968,0,93.34618,0.542614,0,-0.839982
118,50.57966,0,93.88879,0.542614,0,-0.839982
119,51.41964,0,94.4314,0.542614,0,-0.839982
