time,fixedTime,deltaTime,smoothDeltaTime,realtimeSinceStartup,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,car_speed,car_vel_x,car_vel_y,car_vel_z,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
635.3965,635.39,0.011875,0.012443,645.9368,-525.2539,0,-200.1857,1.79895,1.79895,-0.027466,-581.7465,0.25,-180.0162,59.66587,0,20.1,-17.90046,0,9.142415,0.4548,0,-0.8906,-525.2539,0,1,0,0,0.8906,0,0.4548,-200.1857,0,0,0,1
635.4149,635.41,0.018422,0.013639,645.9496,-525.6119,0,-200.0028,1.800236,1.800236,-0.027466,-581.7465,0.25,-180.0162,59.26736,0,20.1,-17.90054,0,9.142244,0.4548,0,-0.8906,-525.6119,0,1,0,0,0.8906,0,0.4548,-200.0028,0,0,0,1
635.4269,635.42,0.011973,0.013306,645.9614,-525.791,0,-199.9114,1.800849,1.800849,-0.027466,-581.7465,0.25,-180.0162,59.06812,0,20.1,-17.90058,0,9.142159,0.4548,0,-0.8906,-525.791,0,1,0,0,0.8906,0,0.4548,-199.9114,0,0,0,1
635.442,635.44,0.015017,0.013648,645.9769,-526.149,0,-199.7286,1.802132,1.802132,-0.027466,-581.7465,0.25,-180.0162,58.66969,0,20.1,-17.90067,0,9.14199,0.4548,0,-0.8906,-526.149,0,1,0,0,0.8906,0,0.4548,-199.7286,0,0,0,1
635.4543,635.45,0.012406,0.013399,645.9887,-526.328,0,-199.6371,1.802746,1.802746,-0.027466,-581.7465,0.25,-180.0162,58.47049,0,20.1,-17.90072,0,9.141902,0.4548,0,-0.8906,-526.328,0,1,0,0,0.8906,0,0.4548,-199.6371,0,0,0,1
635.4661,635.46,0.011729,0.013065,646.0005,-526.507,0,-199.5457,1.803388,1.803388,-0.027466,-581.7465,0.25,-180.0162,58.27131,0,20.1,-17.90076,0,9.141817,0.4548,0,-0.8906,-526.507,0,1,0,0,0.8906,0,0.4548,-199.5457,0,0,0,1
635.485,635.48,0.018915,0.014235,646.0198,-526.8651,0,-199.3629,1.804657,1.804657,-0.027466,-581.7465,0.25,-180.0162,57.87297,0,20.1,-17.90085,0,9.141647,0.4548,0,-0.8906,-526.8651,0,1,0,0,0.8906,0,0.4548,-199.3629,0,0,0,1
635.4985,635.49,0.013462,0.014081,646.033,-527.0441,0,-199.2715,1.805271,1.805271,-0.027466,-581.7465,0.25,-180.0162,57.67382,0,20.1,-17.90089,0,9.141562,0.4548,0,-0.8906,-527.0441,0,1,0,0,0.8906,0,0.4548,-199.2715,0,0,0,1
635.5102,635.51,0.011766,0.013618,646.045,-527.4021,0,-199.0887,1.806554,1.806554,-0.027466,-581.7465,0.25,-180.0162,57.27557,0,20.1,-17.90098,0,9.141392,0.4548,0,-0.8906,-527.4021,0,1,0,0,0.8906,0,0.4548,-199.0887,0,0,0,1
635.5242,635.52,0.01394,0.013682,646.0587,-527.5811,0,-198.9972,1.807168,1.807168,-0.027466,-581.7465,0.25,-180.0162,57.07646,0,20.1,-17.90102,0,9.141307,0.4548,0,-0.8906,-527.5811,0,1,0,0,0.8906,0,0.4548,-198.9972,0,0,0,1
