time,fixedTime,deltaTime,smoothDeltaTime,realtimeSinceStartup,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,car_speed,car_vel_x,car_vel_y,car_vel_z,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
983.6921,983.69,0.014835,0.014905,994.2366,-405.2556,0,666.1729,2.199075,2.199075,1.232314,NaN,NaN,NaN,NaN,0,20.1,-19.95592,0,2.402399,0.1195,0,-0.9928,-405.2556,0,1,0,0,0.9928,0,0.1195,666.1729,0,0,0,1
983.7216,983.72,0.029489,0.017822,994.2568,-405.8543,0,666.2452,2.198433,2.198433,1.162734,NaN,NaN,NaN,NaN,0,20.1,-19.95445,0,2.41455,0.1201,0,-0.9928,-405.8543,0,1,0,0,0.9928,0,0.1201,666.2452,0,0,0,1
983.7371,983.73,0.015473,0.017352,994.2718,-406.0538,0,666.2694,2.198372,2.198372,1.071181,NaN,NaN,NaN,NaN,0,20.1,-19.95399,0,2.418282,0.1203,0,-0.9927,-406.0538,0,1,0,0,0.9927,0,0.1203,666.2694,0,0,0,1
983.7587,983.75,0.021695,0.018221,994.2938,-406.4529,0,666.3179,2.19819,2.19819,0.994277,NaN,NaN,NaN,NaN,0,20.1,-19.95316,0,2.425206,0.1207,0,-0.9927,-406.4529,0,1,0,0,0.9927,0,0.1207,666.3179,0,0,0,1
983.7731,983.77,0.014404,0.017457,994.3082,-406.852,0,666.3665,2.198187,2.198187,0.869765,NaN,NaN,NaN,NaN,0,20.1,-19.95242,0,2.431261,0.121,0,-0.9927,-406.852,0,1,0,0,0.9927,0,0.121,666.3665,0,0,0,1
983.7885,983.78,0.015324,0.017031,994.3232,-407.0515,0,666.3908,2.198308,2.198308,0.781875,NaN,NaN,NaN,NaN,0,20.1,-19.95209,0,2.433985,0.1211,0,-0.9926,-407.0515,0,1,0,0,0.9926,0,0.1211,666.3908,0,0,0,1
983.8039,983.8,0.015408,0.016706,994.3394,-407.4505,0,666.4396,2.198493,2.198493,0.682998,NaN,NaN,NaN,NaN,0,20.1,-19.95151,0,2.438743,0.1213,0,-0.9926,-407.4505,0,1,0,0,0.9926,0,0.1213,666.4396,0,0,0,1
983.8185,983.81,0.014567,0.016278,994.353,-407.6501,0,666.464,2.198554,2.198554,0.562148,NaN,NaN,NaN,NaN,0,20.1,-19.95127,0,2.4407,0.1214,0,-0.9926,-407.6501,0,1,0,0,0.9926,0,0.1214,666.464,0,0,0,1
983.8374,983.83,0.018932,0.016809,994.3726,-408.0491,0,666.5128,2.1988,2.1988,0.444946,NaN,NaN,NaN,NaN,0,20.1,-19.95089,0,2.443799,0.1216,0,-0.9926,-408.0491,0,1,0,0,0.9926,0,0.1216,666.5128,0,0,0,1
983.8588,983.85,0.021378,0.017723,994.394,-408.4481,0,666.5618,2.199145,2.199145,0.287476,NaN,NaN,NaN,NaN,0,20.1,-19.95064,0,2.445803,0.1217,0,-0.9926,-408.4481,0,1,0,0,0.9926,0,0.1217,666.5618,0,0,0,1
