time,fixedTime,deltaTime,smoothDeltaTime,realtimeSinceStartup,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,car_speed,car_vel_x,car_vel_y,car_vel_z,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
158.0297,158.02,0.017502,0.016206,168.5699,-83.51599,0,-359.4864,2.049924,2.049924,1.17372,-40.99415,0.25,-317.1026,59.68387,0,20.1,15.95605,0,12.22352,0.6081,0,0.7938,-83.516,0,1,0,0,-0.7938,0,0.6081,-359.4864,0,0,0,1
158.0483,158.04,0.018601,0.016685,168.5833,-83.19681,0,-359.242,2.054688,2.054688,1.17372,-40.99415,0.25,-317.1026,59.28533,0,20.1,15.96106,0,12.21698,0.6078,0,0.7941,-83.1968,0,1,0,0,-0.7941,0,0.6078,-359.242,0,0,0,1
158.0621,158.06,0.013745,0.016097,168.5971,-82.8775,0,-358.9978,2.059625,2.059625,1.17372,-40.99415,0.25,-317.1026,58.88683,0,20.1,15.96606,0,12.21044,0.6075,0,0.7943,-82.8775,0,1,0,0,-0.7943,0,0.6075,-358.9978,0,0,0,1
158.075,158.07,0.012882,0.015454,168.6095,-82.71782,0,-358.8757,2.062146,2.062146,1.17372,-40.99415,0.25,-317.1026,58.68761,0,20.1,15.96856,0,12.20717,0.6073,0,0.7945,-82.7178,0,1,0,0,-0.7945,0,0.6073,-358.8757,0,0,0,1
158.0889,158.08,0.013898,0.015143,168.6234,-82.55811,0,-358.7537,2.064696,2.064696,1.17372,-40.99415,0.25,-317.1026,58.48838,0,20.1,15.97106,0,12.2039,0.6072,0,0.7946,-82.5581,0,1,0,0,-0.7946,0,0.6072,-358.7537,0,0,0,1
158.1038,158.1,0.014901,0.015094,168.6388,-82.23861,0,-358.5097,2.069944,2.069944,1.17372,-40.99415,0.25,-317.1026,58.09004,0,20.1,15.97606,0,12.19736,0.6068,0,0.7948,-82.2386,0,1,0,0,-0.7948,0,0.6068,-358.5097,0,0,0,1
158.1228,158.12,0.019085,0.015892,168.6575,-81.91901,0,-358.2658,2.075368,2.075368,1.17372,-40.99415,0.25,-317.1026,57.69175,0,20.1,15.98106,0,12.19081,0.6065,0,0.7951,-81.919,0,1,0,0,-0.7951,0,0.6065,-358.2658,0,0,0,1
158.1353,158.13,0.012491,0.015212,168.6697,-81.75918,0,-358.144,2.078123,2.078123,1.17372,-40.99415,0.25,-317.1026,57.49262,0,20.1,15.98355,0,12.18754,0.6063,0,0.7952,-81.7592,0,1,0,0,-0.7952,0,0.6063,-358.144,0,0,0,1
158.1475,158.14,0.012137,0.014597,168.6819,-81.59932,0,-358.0221,2.080921,2.080921,1.17372,-40.99415,0.25,-317.1026,57.29352,0,20.1,15.98605,0,12.18426,0.6062,0,0.7953,-81.5993,0,1,0,0,-0.7953,0,0.6062,-358.0221,0,0,0,1
158.1685,158.16,0.021034,0.015884,168.7033,-81.27951,0,-357.7785,2.086697,2.086697,1.17372,-40.99415,0.25,-317.1026,56.8954,0,20.1,15.99104,0,12.17771,0.6059,0,0.7956,-81.2795,0,1,0,0,-0.7956,0,0.6059,-357.7785,0,0,0,1
158.1825,158.18,0.013964,0.0155,168.7175,-80.95963,0,-357.5351,2.092622,2.092622,1.17372,-40.99415,0.25,-317.1026,56.49736,0,20.1,15.99603,0,12.17116,0.6055,0,0.7958,-80.9596,0,1,0,0,-0.7958,0,0.6055,-357.5351,0,0,0,1
158.1989,158.19,0.016477,0.015696,168.7334,-80.79964,0,-357.4134,2.095649,2.095649,1.17372,-40.99415,0.25,-317.1026,56.29836,0,20.1,15.99852,0,12.16788,0.6054,0,0.7959,-80.7996,0,1,0,0,-0.7959,0,0.6054,-357.4134,0,0,0,1
158.2127,158.21,0.013724,0.015301,168.7476,-80.4796,0,-357.1702,2.101821,2.101821,1.17372,-40.99415,0.25,-317.1026,55.90046,0,20.1,16.00351,0,12.16133,0.605,0,0.7962,-80.4796,0,1,0,0,-0.7962,0,0.605,-357.1702,0,0,0,1
158.2256,158.22,0.012933,0.014828,168.7607,-80.31953,0,-357.0486,2.104928,2.104928,1.17372,-40.99415,0.25,-317.1026,55.7015,0,20.1,16.006,0,12.15805,0.6049,0,0.7963,-80.3195,0,1,0,0,-0.7963,0,0.6049,-357.0486,0,0,0,1
158.2459,158.24,0.020294,0.015921,168.781,-79.99934,0,-356.8055,2.111325,2.111325,1.162734,-40.99415,0.25,-317.1026,55.30368,0,20.1,16.01093,0,12.15155,0.6046,0,0.7966,-79.9993,0,1,0,0,-0.7966,0,0.6046,-356.8055,0,0,0,1
158.259,158.25,0.013132,0.015363,168.7939,-79.8392,0,-356.684,2.114584,2.114584,1.144423,-40.99415,0.25,-317.1026,55.1048,0,20.1,16.01336,0,12.14835,0.6044,0,0.7967,-79.8392,0,1,0,0,-0.7967,0,0.6044,-356.684,0,0,0,1
158.28,158.27,0.020922,0.016475,168.8152,-79.51887,0,-356.4411,2.121215,2.121215,1.126113,-40.99415,0.25,-317.1026,54.7071,0,20.1,16.01813,0,12.14206,0.6041,0,0.7969,-79.5189,0,1,0,0,-0.7969,0,0.6041,-356.4411,0,0,0,1
158.2942,158.29,0.014271,0.016034,168.8301,-79.19844,0,-356.1984,2.127978,2.127978,1.078506,-40.99415,0.25,-317.1026,54.3095,0,20.1,16.0227,0,12.13602,0.6038,0,0.7971,-79.1984,0,1,0,0,-0.7971,0,0.6038,-356.1984,0,0,0,1
158.3081,158.3,0.013889,0.015605,168.8426,-79.03819,0,-356.077,2.131429,2.131429,1.038222,-40.99415,0.25,-317.1026,54.11073,0,20.1,16.0249,0,12.13312,0.6036,0,0.7973,-79.0382,0,1,0,0,-0.7973,0,0.6036,-356.077,0,0,0,1
158.3205,158.32,0.012402,0.014965,168.8555,-78.71764,0,-355.8344,2.13844,2.13844,0.972304,-40.99415,0.25,-317.1026,53.71326,0,20.1,16.02901,0,12.12768,0.6034,0,0.7975,-78.7176,0,1,0,0,-0.7975,0,0.6034,-355.8344,0,0,0,1
158.3339,158.33,0.013365,0.014645,168.8685,-78.55732,0,-355.7132,2.141981,2.141981,0.921035,-40.99415,0.25,-317.1026,53.51456,0,20.1,16.03097,0,12.1251,0.6032,0,0.7976,-78.5573,0,1,0,0,-0.7976,0,0.6032,-355.7132,0,0,0,1
158.3462,158.34,0.01236,0.014188,168.881,-78.397,0,-355.592,2.145584,2.145584,0.840468,-40.99415,0.25,-317.1026,53.31589,0,20.1,16.03275,0,12.12275,0.6031,0,0.7976,-78.397,0,1,0,0,-0.7976,0,0.6031,-355.592,0,0,0,1
158.3591,158.35,0.012885,0.013927,168.8939,-78.23665,0,-355.4708,2.149188,2.149188,0.767226,-40.99415,0.25,-317.1026,53.11722,0,20.1,16.03437,0,12.12061,0.603,0,0.7977,-78.2367,0,1,0,0,-0.7977,0,0.603,-355.4708,0,0,0,1
158.3799,158.37,0.020782,0.015298,168.915,-77.91592,0,-355.2284,2.156485,2.156485,0.697646,-40.99415,0.25,-317.1026,52.71998,0,20.1,16.03732,0,12.1167,0.6028,0,0.7979,-77.9159,0,1,0,0,-0.7979,0,0.6028,-355.2284,0,0,0,1
158.3932,158.39,0.013259,0.01489,168.9286,-77.59514,0,-354.9861,2.163882,2.163882,0.540175,-40.99415,0.25,-317.1026,52.32282,0,20.1,16.0396,0,12.11368,0.6027,0,0.798,-77.5951,0,1,0,0,-0.798,0,0.6027,-354.9861,0,0,0,1
158.407,158.4,0.013838,0.01468,168.9418,-77.43473,0,-354.865,2.16758,2.16758,0.437622,-40.99415,0.25,-317.1026,52.12427,0,20.1,16.04053,0,12.11245,0.6026,0,0.798,-77.4347,0,1,0,0,-0.798,0,0.6026,-354.865,0,0,0,1
158.4199,158.41,0.01288,0.01432,168.9547,-77.27432,0,-354.7439,2.171299,2.171299,0.305786,-40.99415,0.25,-317.1026,51.92574,0,20.1,16.04117,0,12.1116,0.6026,0,0.7981,-77.2743,0,1,0,0,-0.7981,0,0.6026,-354.7439,0,0,0,1
158.4328,158.43,0.012959,0.014048,168.9677,-76.95349,0,-354.5017,2.178777,2.178777,0.166626,-40.99415,0.25,-317.1026,51.52874,0,20.1,16.04188,0,12.11066,0.6025,0,0.7981,-76.9535,0,1,0,0,-0.7981,0,0.6025,-354.5017,0,0,0,1
158.4453,158.44,0.012451,0.013728,168.98,-76.79307,0,-354.3806,2.182513,2.182513,0.060425,-40.99415,0.25,-317.1026,51.33027,0,20.1,16.04201,0,12.11049,0.6025,0,0.7981,-76.7931,0,1,0,0,-0.7981,0,0.6025,-354.3806,0,0,0,1
158.4607,158.46,0.015418,0.014066,168.9961,-76.47224,0,-354.1384,2.19003,2.19003,-0.038452,-40.99415,0.25,-317.1026,50.93344,0,20.1,16.04184,0,12.11071,0.6025,0,0.7981,-76.4722,0,1,0,0,-0.7981,0,0.6025,-354.1384,0,0,0,1
158.481,158.48,0.020262,0.015305,169.0165,-76.15142,0,-353.8961,2.197437,2.197437,-0.159302,-40.99415,0.25,-317.1026,50.53661,0,20.1,16.04117,0,12.1116,0.6026,0,0.7981,-76.1514,0,1,0,0,-0.7981,0,0.6026,-353.8961,0,0,0,1
158.5029,158.5,0.021958,0.016636,169.0384,-75.8306,0,-353.6539,2.204853,2.204853,-0.26551,-40.99415,0.25,-317.1026,50.13987,0,20.1,16.04005,0,12.11309,0.6026,0,0.798,-75.8306,0,1,0,0,-0.798,0,0.6026,-353.6539,0,0,0,1
158.5172,158.51,0.014295,0.016168,169.0517,-75.67021,0,-353.5327,2.208537,2.208537,-0.353401,-40.99415,0.25,-317.1026,49.94153,0,20.1,16.0393,0,12.11408,0.6027,0,0.798,-75.6702,0,1,0,0,-0.798,0,0.6027,-353.5327,0,0,0,1
158.531,158.53,0.013767,0.015688,169.0658,-75.34945,0,-353.2904,2.215896,2.215896,-0.40467,-40.99415,0.25,-317.1026,49.54492,0,20.1,16.03759,0,12.11634,0.6028,0,0.7979,-75.3495,0,1,0,0,-0.7979,0,0.6028,-353.2904,0,0,0,1
158.5429,158.54,0.011918,0.014934,169.0773,-75.18908,0,-353.1693,2.219543,2.219543,-0.448616,-40.99415,0.25,-317.1026,49.34664,0,20.1,16.03664,0,12.1176,0.6029,0,0.7978,-75.1891,0,1,0,0,-0.7978,0,0.6029,-353.1693,0,0,0,1
158.5548,158.55,0.011919,0.014331,169.0893,-75.02872,0,-353.0481,2.22316,2.22316,-0.47425,-40.99415,0.25,-317.1026,49.14838,0,20.1,16.03564,0,12.11893,0.6029,0,0.7978,-75.0287,0,1,0,0,-0.7978,0,0.6029,-353.0481,0,0,0,1
158.5672,158.56,0.012421,0.013949,169.1017,-74.86838,0,-352.9268,2.226768,2.226768,-0.507209,-40.99415,0.25,-317.1026,48.95013,0,20.1,16.03456,0,12.12035,0.603,0,0.7977,-74.8684,0,1,0,0,-0.7977,0,0.603,-352.9268,0,0,0,1
158.5798,158.57,0.012545,0.013668,169.1147,-74.70805,0,-352.8056,2.230367,2.230367,-0.540168,-40.99415,0.25,-317.1026,48.75192,0,20.1,16.03342,0,12.12186,0.6031,0,0.7977,-74.7081,0,1,0,0,-0.7977,0,0.6031,-352.8056,0,0,0,1
158.6005,158.6,0.020731,0.015081,169.1359,-74.22712,0,-352.4419,2.241,2.241,-0.587776,-40.99415,0.25,-317.1026,48.15737,0.047059,20.1,16.02969,0,12.12679,0.6033,0,0.7975,-74.2271,0,1,0,0,-0.7975,0,0.6033,-352.4419,0,0,0,1
158.6134,158.61,0.012896,0.014644,169.1484,-74.06683,0,-352.3206,2.244527,2.244527,-0.657356,-40.99415,0.25,-317.1026,47.95924,0.094118,20.1,16.0283,0,12.12863,0.6034,0,0.7974,-74.0668,0,1,0,0,-0.7974,0,0.6034,-352.3206,0,0,0,1
158.6353,158.63,0.021896,0.016094,169.1704,-73.74677,0,-352.0783,2.251472,2.251472,-0.70497,-40.99415,0.25,-317.1026,47.56359,0.14902,20.06235,15.9953,0,12.10985,0.6036,0,0.7973,-73.7468,0,1,0,0,-0.7973,0,0.6036,-352.0783,0,0,0,1
158.6473,158.64,0.011967,0.015269,169.1821,-73.58707,0,-351.9574,2.254884,2.254884,-0.814834,-40.99415,0.25,-317.1026,47.36617,0.188235,20.03255,15.96982,0,12.09413,0.6037,0,0.7972,-73.5871,0,1,0,0,-0.7972,0,0.6037,-351.9574,0,0,0,1
158.6598,158.65,0.0125,0.014715,169.1945,-73.42769,0,-351.8366,2.258292,2.258292,-0.866103,-40.99415,0.25,-317.1026,47.16915,0.211765,19.9949,15.93798,0,12.07381,0.6038,0,0.7971,-73.4277,0,1,0,0,-0.7971,0,0.6038,-351.8366,0,0,0,1
158.6726,158.67,0.012823,0.014337,169.2074,-73.11,0,-351.5959,2.264965,2.264965,-0.950332,-40.99415,0.25,-317.1026,46.77644,0.243137,19.9102,15.86647,0,12.02792,0.6041,0,0.7969,-73.11,0,1,0,0,-0.7969,0,0.6041,-351.5959,0,0,0,1
158.6849,158.68,0.012279,0.013925,169.2195,-72.95174,0,-351.4758,2.268187,2.268187,-1.019912,-40.99415,0.25,-317.1026,46.58075,0.27451,19.86157,15.82558,0,12.00137,0.6043,0,0.7968,-72.9517,0,1,0,0,-0.7968,0,0.6043,-351.4758,0,0,0,1
158.6983,158.69,0.013452,0.013831,169.2331,-72.79395,0,-351.3561,2.271404,2.271404,-1.10414,-40.99415,0.25,-317.1026,46.38565,0.282353,19.80667,15.77953,0,11.97123,0.6044,0,0.7967,-72.794,0,1,0,0,-0.7967,0,0.6044,-351.3561,0,0,0,1
158.7106,158.71,0.012312,0.013527,169.2456,-72.47978,0,-351.1176,2.277648,2.277648,-1.192038,-40.99415,0.25,-317.1026,45.99716,0.282353,19.69373,15.6846,0,11.9095,0.6047,0,0.7964,-72.4798,0,1,0,0,-0.7964,0,0.6047,-351.1176,0,0,0,1
158.7235,158.72,0.012884,0.013398,169.2582,-72.32341,0,-350.9988,2.280718,2.280718,-1.279929,-40.99415,0.25,-317.1026,45.80379,0.282353,19.63725,15.63697,0,11.87884,0.6049,0,0.7963,-72.3234,0,1,0,0,-0.7963,0,0.6049,-350.9988,0,0,0,1
158.7365,158.73,0.012939,0.013307,169.2712,-72.16752,0,-350.8803,2.283711,2.283711,-1.375144,-40.99415,0.25,-317.1026,45.61101,0.282353,19.58078,15.58916,0,11.84842,0.6051,0,0.7961,-72.1675,0,1,0,0,-0.7961,0,0.6051,-350.8803,0,0,0,1
158.7559,158.75,0.019384,0.014522,169.291,-71.85718,0,-350.6443,2.28953,2.28953,-1.485007,-40.99415,0.25,-317.1026,45.22711,0.282353,19.46784,15.49314,0,11.78811,0.6055,0,0.7958,-71.8572,0,1,0,0,-0.7958,0,0.6055,-350.6443,0,0,0,1
158.769,158.76,0.013089,0.014235,169.3035,-71.70273,0,-350.5267,2.292357,2.292357,-1.660795,-40.99415,0.25,-317.1026,45.03603,0.282353,19.41137,15.44479,0,11.7584,0.6057,0,0.7957,-71.7027,0,1,0,0,-0.7957,0,0.6057,-350.5267,0,0,0,1
158.7898,158.78,0.020895,0.015567,169.3249,-71.39529,0,-350.2924,2.29779,2.29779,-1.774321,-40.99415,0.25,-317.1026,44.65558,0.282353,19.29843,15.34768,0,11.69949,0.6062,0,0.7953,-71.3953,0,1,0,0,-0.7953,0,0.6062,-350.2924,0,0,0,1
158.8029,158.8,0.013089,0.015072,169.3381,-71.08981,0,-350.0593,2.302943,2.302943,-1.994047,-40.99415,0.25,-317.1026,44.27741,0.282353,19.18549,15.24976,0,11.64164,0.6068,0,0.7949,-71.0898,0,1,0,0,-0.7949,0,0.6068,-350.0593,0,0,0,1
158.8156,158.81,0.012625,0.014582,169.3503,-70.9378,0,-349.9431,2.305392,2.305392,-2.118566,-40.99415,0.25,-317.1026,44.08918,0.282353,19.12902,15.20058,0,11.61299,0.6071,0,0.7946,-70.9378,0,1,0,0,-0.7946,0,0.6071,-349.9431,0,0,0,1
158.8277,158.82,0.012121,0.01409,169.3623,-70.78629,0,-349.8273,2.30779,2.30779,-2.243078,-40.99415,0.25,-317.1026,43.90152,0.282353,19.07255,15.15118,0,11.58464,0.6074,0,0.7944,-70.7863,0,1,0,0,-0.7944,0,0.6074,-349.8273,0,0,0,1
158.8393,158.83,0.011653,0.013603,169.3741,-70.63527,0,-349.7117,2.310054,2.310054,-2.360265,-40.99415,0.25,-317.1026,43.71443,0.282353,19.01608,15.10156,0,11.55656,0.6077,0,0.7941,-70.6353,0,1,0,0,-0.7941,0,0.6077,-349.7117,0,0,0,1
158.8515,158.85,0.012156,0.013313,169.3867,-70.33473,0,-349.4814,2.314358,2.314358,-2.481115,-40.99415,0.25,-317.1026,43.34193,0.282353,18.90313,15.00191,0,11.50092,0.6084,0,0.7936,-70.3347,0,1,0,0,-0.7936,0,0.6084,-349.4814,0,0,0,1
158.8643,158.86,0.012817,0.013214,169.3988,-70.18521,0,-349.3666,2.316364,2.316364,-2.61662,-40.99415,0.25,-317.1026,43.1565,0.290196,18.84666,14.95185,0,11.4734,0.6088,0,0.7933,-70.1852,0,1,0,0,-0.7933,0,0.6088,-349.3666,0,0,0,1
