vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,5.686085,0,55.18443,0.909934,0,-0.414752
58,6.108032,0,56.09105,0.903251,0,-0.429113
59,6.544277,0,56.99086,0.896341,0,-0.443365
60,6.994717,0,57.88364,0.889206,0,-0.457507
61,7.459248,0,58.76919,0.881848,0,-0.471534
62,7.937748,0,59.64727,0.874269,0,-0.485442
63,8.430092,0,60.51766,0.86647,0,-0.499229
64,8.936161,0,61.38013,0.858454,0,-0.51289
65,9.45583,0,62.2345,0.850223,0,-0.526423
66,9.988968,0,63.08051,0.841778,0,-0.539823
67,10.53543,0,63.91798,0.833123,0,-0.553089
68,11.0951,0,64.74669,0.824258,0,-0.566215
69,11.66782,0,65.56643,0.815186,0,-0.579199
70,12.25344,0,66.37699,0.80591,0,-0.592039
71,12.85184,0,67.17818,0.796431,0,-0.604729
72,13.46285,0,67.96979,0.786753,0,-0.617268
73,14.08633,0,68.75162,0.776878,0,-0.629652
74,14.7221,0,69.52348,0.766807,0,-0.641878
75,15.37003,0,70.28517,0.756544,0,-0.653943
76,16.02993,0,71.0365,0.746092,0,-0.665844
77,16.70166,0,71.77728,0.735452,0,-0.677577
78,17.38504,0,72.50735,0.724627,0,-0.689141
79,18.07988,0,73.22649,0.713621,0,-0.700532
80,18.78603,0,73.93452,0.702436,0,-0.711747
81,19.50332,0,74.6313,0.691074,0,-0.722784
82,20.23155,0,75.31662,0.679539,0,-0.733639
83,20.97053,0,75.99031,0.667834,0,-0.74431
84,21.7201,0,76.65222,0.655961,0,-0.754795
85,22.48006,0,77.30219,0.643924,0,-0.76509
86,23.25022,0,77.94002,0.631725,0,-0.775193
87,24.03038,0,78.56558,0.619367,0,-0.785101
88,24.82036,0,79.17871,0.606854,0,-0.794813
89,25.61994,0,79.77924,0.594189,0,-0.804325
90,25.61994,0,79.77924,0.594189,0,-0.804325
91,26.42427,0,80.37344,0.594189,0,-0.804325
92,27.22859,0,80.96762,0.594189,0,-0.804325
93,28.03292,0,81.56181,0.594189,0,-0.804325
94,28.83724,0,82.156,0.594189,0,-0.804325
95,29.64157,0,82.75019,0.594189,0,-0.804325
96,30.44589,0,83.34438,0.594189,0,-0.804325
97,31.25022,0,83.93857,0.594189,0,-0.804325
98,32.05455,0,84.53275,0.594189,0,-0.804325
99,32.85887,0,85.12695,0.594189,0,-0.804325
100,33.6632,0,85.72113,0.594189,0,-0.804325
101,34.46752,0,86.31532,0.594189,0,-0.804325
102,35.27185,0,86.90952,0.594189,0,-0.804325
103,36.07617,0,87.5037,0.594189,0,-0.804325
104,36.8805,0,88.09789,0.594189,0,-0.804325
105,37.68482,0,88.69208,0.594189,0,-0.804325
106,38.48915,0,89.28627,0.594189,0,-0.804325
107,39.29347,0,89.88046,0.594189,0,-0.804325
108,40.0978,0,90.47465,0.594189,0,-0.804325
109,40.90212,0,91.06883,0.594189,0,-0.804325
110,41.70645,0,91.66302,0.594189,0,-0.804325
111,42.51077,0,92.25722,0.594189,0,-0.804325
112,43.3151,0,92.8514,0.594189,0,-0.804325
113,44.11943,0,93.44559,0.594189,0,-0.804325
114,44.92375,0,94.03978,0.594189,0,-0.804325
115,45.72808,0,94.63397,0.594189,0,-0.804325
116,46.5324,0,95.22816,0.594189,0,-0.804325
117,47.33673,0,95.82235,0.594189,0,-0.804325
118,48.14105,0,96.41653,0.594189,0,-0.804325
119,48.94538,0,97.01073,0.594189,0,-0.804325
