time,fixedTime,deltaTime,smoothDeltaTime,realtimeSinceStartup,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,car_speed,car_vel_x,car_vel_y,car_vel_z,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
1170.805,1170.8,0.021101,0.014429,1181.345,20.45776,0,554.2032,1.20157,1.20157,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.199296,0,18.76646,0.9337,0,0.3582,20.4578,0,1,0,0,-0.3582,0,0.9337,554.2032,0,0,0,1
1170.823,1170.82,0.017991,0.015141,1181.358,20.60169,0,554.5786,1.205513,1.205513,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.195685,0,18.76785,0.9337,0,0.358,20.6017,0,1,0,0,-0.358,0,0.9337,554.5786,0,0,0,1
1170.838,1170.83,0.015289,0.015171,1181.373,20.67363,0,554.7663,1.207457,1.207457,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.19388,0,18.76854,0.9338,0,0.3579,20.6736,0,1,0,0,-0.3579,0,0.9338,554.7663,0,0,0,1
1170.85,1170.85,0.012132,0.014563,1181.385,20.81746,0,555.1417,1.211302,1.211302,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.190269,0,18.76992,0.9338,0,0.3577,20.8175,0,1,0,0,-0.3577,0,0.9338,555.1417,0,0,0,1
1170.862,1170.86,0.011932,0.014037,1181.397,20.88934,0,555.3293,1.2132,1.2132,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.188464,0,18.77062,0.9339,0,0.3576,20.8893,0,1,0,0,-0.3576,0,0.9339,555.3293,0,0,0,1
1170.875,1170.87,0.012238,0.013677,1181.409,20.96121,0,555.517,1.215086,1.215086,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.186657,0,18.77131,0.9339,0,0.3575,20.9612,0,1,0,0,-0.3575,0,0.9339,555.517,0,0,0,1
1170.888,1170.88,0.013582,0.013658,1181.423,21.03306,0,555.7048,1.216936,1.216936,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.184851,0,18.772,0.9339,0,0.3575,21.0331,0,1,0,0,-0.3575,0,0.9339,555.7048,0,0,0,1
1170.9,1170.9,0.012033,0.013333,1181.435,21.1767,0,556.0803,1.220533,1.220533,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.181239,0,18.77338,0.934,0,0.3573,21.1767,0,1,0,0,-0.3573,0,0.934,556.0803,0,0,0,1
1170.913,1170.91,0.012431,0.013153,1181.447,21.24849,0,556.268,1.222358,1.222358,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.179434,0,18.77407,0.934,0,0.3572,21.2485,0,1,0,0,-0.3572,0,0.934,556.268,0,0,0,1
1170.925,1170.92,0.012067,0.012935,1181.459,21.32027,0,556.4557,1.224128,1.224128,-0.551155,NaN,NaN,NaN,NaN,0,20.1,7.177628,0,18.77476,0.9341,0,0.3571,21.3203,0,1,0,0,-0.3571,0,0.9341,556.4557,0,0,0,1
