time,fixedTime,deltaTime,smoothDeltaTime,realtimeSinceStartup,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,car_speed,car_vel_x,car_vel_y,car_vel_z,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
214.7728,214.77,0.019631,0.017557,225.3194,-633.1779,0,-332.6459,2.47737,2.47737,-0.913711,-691.9247,0.25,-343.4113,59.43442,0,20.1,-20.07393,0,-1.023523,-0.0509,0,-0.9987,-633.1779,0,1,0,0,0.9987,0,-0.0509,-332.6459,0,0,0,1
214.807,214.8,0.03416,0.020878,225.3427,-633.7802,0,-332.6768,2.472515,2.472515,-0.796523,-691.9247,0.25,-343.4113,58.83622,0,20.1,-20.0735,0,-1.031891,-0.0513,0,-0.9987,-633.7802,0,1,0,0,0.9987,0,-0.0513,-332.6768,0,0,0,1
214.8219,214.82,0.014954,0.019693,225.3569,-634.1816,0,-332.6975,2.469126,2.469126,-0.712295,-691.9247,0.25,-343.4113,58.43748,0,20.1,-20.07324,0,-1.036882,-0.0516,0,-0.9987,-634.1816,0,1,0,0,0.9987,0,-0.0516,-332.6975,0,0,0,1
214.8371,214.83,0.015204,0.018795,225.3717,-634.3824,0,-332.7079,2.467382,2.467382,-0.661018,-691.9247,0.25,-343.4113,58.23813,0,20.1,-20.07312,0,-1.039196,-0.0517,0,-0.9987,-634.3824,0,1,0,0,0.9987,0,-0.0517,-332.7079,0,0,0,1
214.8594,214.85,0.022262,0.019489,225.3947,-634.7839,0,-332.7288,2.463901,2.463901,-0.624397,-691.9247,0.25,-343.4113,57.83944,0,20.1,-20.07289,0,-1.043572,-0.0519,0,-0.9987,-634.7839,0,1,0,0,0.9987,0,-0.0519,-332.7288,0,0,0,1
214.8745,214.87,0.015105,0.018612,225.4095,-635.1854,0,-332.7497,2.460296,2.460296,-0.558479,-691.9247,0.25,-343.4113,57.44078,0,20.1,-20.07269,0,-1.047484,-0.0521,0,-0.9986,-635.1854,0,1,0,0,0.9986,0,-0.0521,-332.7497,0,0,0,1
214.8886,214.88,0.014101,0.01771,225.4232,-635.3861,0,-332.7602,2.458464,2.458464,-0.52552,-691.9247,0.25,-343.4113,57.24147,0,20.1,-20.07259,0,-1.049327,-0.0522,0,-0.9986,-635.3861,0,1,0,0,0.9986,0,-0.0522,-332.7602,0,0,0,1
214.9032,214.9,0.01457,0.017082,225.4386,-635.7876,0,-332.7812,2.454769,2.454769,-0.488899,-691.9247,0.25,-343.4113,56.84286,0,20.1,-20.07241,0,-1.052751,-0.0524,0,-0.9986,-635.7876,0,1,0,0,0.9986,0,-0.0524,-332.7812,0,0,0,1
214.9172,214.91,0.013991,0.016464,225.4519,-635.9883,0,-332.7917,2.452904,2.452904,-0.452278,-691.9247,0.25,-343.4113,56.64358,0,20.1,-20.07233,0,-1.054335,-0.0525,0,-0.9986,-635.9883,0,1,0,0,0.9986,0,-0.0525,-332.7917,0,0,0,1
214.9355,214.93,0.018283,0.016827,225.4703,-636.3898,0,-332.8129,2.449118,2.449118,-0.422981,-691.9247,0.25,-343.4113,56.24503,0,20.1,-20.07217,0,-1.057297,-0.0526,0,-0.9986,-636.3898,0,1,0,0,0.9986,0,-0.0526,-332.8129,0,0,0,1
214.9523,214.95,0.016851,0.016832,225.4872,-636.7913,0,-332.834,2.445269,2.445269,-0.397346,-691.9247,0.25,-343.4113,55.84653,0,20.1,-20.07203,0,-1.060078,-0.0527,0,-0.9986,-636.7913,0,1,0,0,0.9986,0,-0.0527,-332.834,0,0,0,1
214.9689,214.96,0.016583,0.016782,225.5033,-636.9921,0,-332.8447,2.443345,2.443345,-0.40467,-691.9247,0.25,-343.4113,55.64729,0,20.1,-20.07195,0,-1.061497,-0.0528,0,-0.9986,-636.9921,0,1,0,0,0.9986,0,-0.0528,-332.8447,0,0,0,1
214.9809,214.98,0.011993,0.015824,225.5157,-637.3936,0,-332.8659,2.439404,2.439404,-0.40467,-691.9247,0.25,-343.4113,55.24884,0,20.1,-20.0718,0,-1.064334,-0.053,0,-0.9986,-637.3936,0,1,0,0,0.9986,0,-0.053,-332.8659,0,0,0,1
214.9942,214.99,0.013319,0.015323,225.5286,-637.5943,0,-332.8766,2.437417,2.437417,-0.40467,-691.9247,0.25,-343.4113,55.04963,0,20.1,-20.07173,0,-1.065755,-0.053,0,-0.9986,-637.5943,0,1,0,0,0.9986,0,-0.053,-332.8766,0,0,0,1
215.0095,215,0.015254,0.01531,225.544,-637.795,0,-332.8873,2.435402,2.435402,-0.40467,-691.9247,0.25,-343.4113,54.85044,0,20.1,-20.07165,0,-1.067173,-0.0531,0,-0.9986,-637.795,0,1,0,0,0.9986,0,-0.0531,-332.8873,0,0,0,1
215.024,215.02,0.014582,0.015164,225.559,-638.1965,0,-332.9087,2.431339,2.431339,-0.40467,-691.9247,0.25,-343.4113,54.45206,0,20.1,-20.0715,0,-1.07001,-0.0532,0,-0.9986,-638.1965,0,1,0,0,0.9986,0,-0.0532,-332.9087,0,0,0,1
215.0407,215.04,0.016675,0.015466,225.5756,-638.5979,0,-332.9301,2.427246,2.427246,-0.40467,-691.9247,0.25,-343.4113,54.05387,0,20.1,-20.07135,0,-1.072845,-0.0534,0,-0.9986,-638.5979,0,1,0,0,0.9986,0,-0.0534,-332.9301,0,0,0,1
215.059,215.05,0.018307,0.016034,225.5938,-638.7986,0,-332.9409,2.425167,2.425167,-0.40467,-691.9247,0.25,-343.4113,53.85473,0,20.1,-20.07127,0,-1.074263,-0.0534,0,-0.9986,-638.7986,0,1,0,0,0.9986,0,-0.0534,-332.9409,0,0,0,1
215.072,215.07,0.013011,0.01543,225.6069,-639.2,0,-332.9624,2.420952,2.420952,-0.40467,-691.9247,0.25,-343.4113,53.4566,0,20.1,-20.07112,0,-1.0771,-0.0536,0,-0.9986,-639.2,0,1,0,0,0.9986,0,-0.0536,-332.9624,0,0,0,1
215.0908,215.09,0.01877,0.016098,225.6256,-639.6014,0,-332.984,2.416709,2.416709,-0.40467,-691.9247,0.25,-343.4113,53.05851,0,20.1,-20.07097,0,-1.079937,-0.0537,0,-0.9986,-639.6014,0,1,0,0,0.9986,0,-0.0537,-332.984,0,0,0,1
215.1053,215.1,0.014462,0.015771,225.6398,-639.8021,0,-332.9948,2.414569,2.414569,-0.40467,-691.9247,0.25,-343.4113,52.8595,0,20.1,-20.07089,0,-1.081356,-0.0538,0,-0.9986,-639.8021,0,1,0,0,0.9986,0,-0.0538,-332.9948,0,0,0,1
215.118,215.11,0.012711,0.015159,225.6525,-640.0027,0,-333.0056,2.412432,2.412432,-0.40467,-691.9247,0.25,-343.4113,52.66049,0,20.1,-20.07082,0,-1.082774,-0.0539,0,-0.9985,-640.0027,0,1,0,0,0.9985,0,-0.0539,-333.0056,0,0,0,1
215.1314,215.13,0.013464,0.01482,225.6665,-640.4041,0,-333.0273,2.408034,2.408034,-0.40467,-691.9247,0.25,-343.4113,52.2625,0,20.1,-20.07066,0,-1.085606,-0.054,0,-0.9985,-640.4041,0,1,0,0,0.9985,0,-0.054,-333.0273,0,0,0,1
215.1452,215.14,0.013806,0.014617,225.68,-640.6048,0,-333.0381,2.405864,2.405864,-0.40467,-691.9247,0.25,-343.4113,52.06352,0,20.1,-20.07059,0,-1.087023,-0.0541,0,-0.9985,-640.6048,0,1,0,0,0.9985,0,-0.0541,-333.0381,0,0,0,1
215.1596,215.15,0.01433,0.01456,225.6943,-640.8055,0,-333.049,2.403636,2.403636,-0.368049,-691.9247,0.25,-343.4113,51.86456,0,20.1,-20.07052,0,-1.088314,-0.0541,0,-0.9985,-640.8055,0,1,0,0,0.9985,0,-0.0541,-333.049,0,0,0,1
215.1727,215.17,0.013147,0.014277,225.708,-641.2068,0,-333.0708,2.399174,2.399174,-0.294807,-691.9247,0.25,-343.4113,51.46668,0,20.1,-20.07041,0,-1.090379,-0.0542,0,-0.9985,-641.2068,0,1,0,0,0.9985,0,-0.0542,-333.0708,0,0,0,1
215.1926,215.19,0.019863,0.015394,225.728,-641.6082,0,-333.0927,2.394684,2.394684,-0.232544,-691.9247,0.25,-343.4113,51.06892,0,20.1,-20.07032,0,-1.092009,-0.0543,0,-0.9985,-641.6082,0,1,0,0,0.9985,0,-0.0543,-333.0927,0,0,0,1
215.2076,215.2,0.015056,0.015327,225.7424,-641.8089,0,-333.1036,2.392395,2.392395,-0.130005,-691.9247,0.25,-343.4113,50.86996,0,20.1,-20.07029,0,-1.092459,-0.0544,0,-0.9985,-641.8089,0,1,0,0,0.9985,0,-0.0544,-333.1036,0,0,0,1
215.2245,215.22,0.016871,0.015635,225.7593,-642.2103,0,-333.1255,2.387872,2.387872,-0.038452,-691.9247,0.25,-343.4113,50.47223,0,20.1,-20.07028,0,-1.092733,-0.0544,0,-0.9985,-642.2103,0,1,0,0,0.9985,0,-0.0544,-333.1255,0,0,0,1
215.2387,215.23,0.014152,0.015339,225.7732,-642.4109,0,-333.1364,2.385613,2.385613,0.012817,-691.9247,0.25,-343.4113,50.27339,0,20.1,-20.07028,0,-1.092687,-0.0544,0,-0.9985,-642.4109,0,1,0,0,0.9985,0,-0.0544,-333.1364,0,0,0,1
215.2519,215.25,0.013252,0.014921,225.7869,-642.8123,0,-333.1582,2.38109,2.38109,0.060425,-691.9247,0.25,-343.4113,49.87576,0,20.1,-20.0703,0,-1.092263,-0.0543,0,-0.9985,-642.8123,0,1,0,0,0.9985,0,-0.0543,-333.1582,0,0,0,1
215.2645,215.26,0.012579,0.014453,225.799,-643.013,0,-333.1692,2.378831,2.378831,0.075073,-691.9247,0.25,-343.4113,49.67697,0,20.1,-20.07032,0,-1.092002,-0.0543,0,-0.9985,-643.013,0,1,0,0,0.9985,0,-0.0543,-333.1692,0,0,0,1
215.2763,215.27,0.011776,0.013917,225.8107,-643.2137,0,-333.1801,2.376569,2.376569,0.075073,-691.9247,0.25,-343.4113,49.4782,0,20.1,-20.07033,0,-1.091736,-0.0543,0,-0.9985,-643.2137,0,1,0,0,0.9985,0,-0.0543,-333.1801,0,0,0,1
215.2895,215.28,0.013214,0.013777,225.8239,-643.4144,0,-333.191,2.374308,2.374308,0.075073,-691.9247,0.25,-343.4113,49.27945,0,20.1,-20.07035,0,-1.091472,-0.0543,0,-0.9985,-643.4144,0,1,0,0,0.9985,0,-0.0543,-333.191,0,0,0,1
215.3021,215.3,0.012593,0.01354,225.8368,-643.8157,0,-333.2128,2.369821,2.369821,0.075073,-691.9247,0.25,-343.4113,48.882,0,20.1,-20.07037,0,-1.090943,-0.0543,0,-0.9985,-643.8157,0,1,0,0,0.9985,0,-0.0543,-333.2128,0,0,0,1
215.314,215.31,0.011881,0.013208,225.8483,-644.0164,0,-333.2237,2.36762,2.36762,0.075073,-691.9247,0.25,-343.4113,48.68331,0,20.1,-20.07039,0,-1.090679,-0.0543,0,-0.9985,-644.0164,0,1,0,0,0.9985,0,-0.0543,-333.2237,0,0,0,1
215.336,215.33,0.022008,0.014968,225.8708,-644.4178,0,-333.2455,2.363161,2.363161,0.075073,-691.9247,0.25,-343.4113,48.28598,0,20.1,-20.07042,0,-1.09015,-0.0542,0,-0.9985,-644.4178,0,1,0,0,0.9985,0,-0.0542,-333.2455,0,0,0,1
215.3494,215.34,0.013471,0.014669,225.884,-644.6185,0,-333.2564,2.360933,2.360933,0.075073,-691.9247,0.25,-343.4113,48.08735,0,20.1,-20.07043,0,-1.089886,-0.0542,0,-0.9985,-644.6185,0,1,0,0,0.9985,0,-0.0542,-333.2564,0,0,0,1
215.3696,215.36,0.020208,0.015777,225.9045,-645.0198,0,-333.2782,2.356471,2.356471,0.075073,-691.9247,0.25,-343.4113,47.69014,0,20.1,-20.07046,0,-1.089361,-0.0542,0,-0.9985,-645.0198,0,1,0,0,0.9985,0,-0.0542,-333.2782,0,0,0,1
