time,fixedTime,deltaTime,smoothDeltaTime,realtimeSinceStartup,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,car_speed,car_vel_x,car_vel_y,car_vel_z,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
702.0801,702.08,0.011581,0.014926,712.6205,-78.03055,0,-405.7131,2.536038,2.536038,-0.038452,-21.12349,0.25,-425.0388,59.78215,0,20.1,17.9032,0,-9.13705,-0.4546,0,0.8907,-78.0306,0,1,0,0,-0.8907,0,-0.4546,-405.7131,0,0,0,1
702.0989,702.09,0.018903,0.015721,712.6335,-77.85152,0,-405.8045,2.537138,2.537138,-0.038452,-21.12349,0.25,-425.0388,59.58333,0,20.1,17.90326,0,-9.136932,-0.4546,0,0.8907,-77.8515,0,1,0,0,-0.8907,0,-0.4546,-405.8045,0,0,0,1
702.1116,702.11,0.012636,0.015104,712.6465,-77.49345,0,-405.9872,2.53932,2.53932,-0.038452,-21.12349,0.25,-425.0388,59.18573,0,20.1,17.90338,0,-9.136688,-0.4546,0,0.8907,-77.4935,0,1,0,0,-0.8907,0,-0.4546,-405.9872,0,0,0,1
702.132,702.13,0.020381,0.016159,712.6669,-77.13539,0,-406.17,2.541538,2.541538,-0.038452,-21.12349,0.25,-425.0388,58.7882,0,20.1,17.9035,0,-9.136451,-0.4545,0,0.8907,-77.1354,0,1,0,0,-0.8907,0,-0.4545,-406.17,0,0,0,1
702.1458,702.14,0.013758,0.015679,712.6804,-76.95635,0,-406.2614,2.542633,2.542633,-0.038452,-21.12349,0.25,-425.0388,58.58944,0,20.1,17.90356,0,-9.136332,-0.4545,0,0.8907,-76.9564,0,1,0,0,-0.8907,0,-0.4545,-406.2614,0,0,0,1
702.1656,702.16,0.019824,0.016508,712.7004,-76.59827,0,-406.4441,2.54482,2.54482,-0.038452,-21.12349,0.25,-425.0388,58.19198,0,20.1,17.90369,0,-9.136094,-0.4545,0,0.8907,-76.5983,0,1,0,0,-0.8907,0,-0.4545,-406.4441,0,0,0,1
702.1783,702.17,0.012795,0.015765,712.7131,-76.41924,0,-406.5355,2.545912,2.545912,-0.038452,-21.12349,0.25,-425.0388,57.99328,0,20.1,17.90375,0,-9.135972,-0.4545,0,0.8907,-76.4192,0,1,0,0,-0.8907,0,-0.4545,-406.5355,0,0,0,1
702.1901,702.19,0.01174,0.01496,712.7249,-76.06116,0,-406.7182,2.548102,2.548102,-0.038452,-21.12349,0.25,-425.0388,57.59591,0,20.1,17.90387,0,-9.135735,-0.4545,0,0.8907,-76.0612,0,1,0,0,-0.8907,0,-0.4545,-406.7182,0,0,0,1
702.2041,702.2,0.013994,0.014767,712.7386,-75.88213,0,-406.8096,2.549198,2.549198,-0.038452,-21.12349,0.25,-425.0388,57.39726,0,20.1,17.90393,0,-9.135612,-0.4545,0,0.8907,-75.8821,0,1,0,0,-0.8907,0,-0.4545,-406.8096,0,0,0,1
702.2162,702.21,0.012116,0.014237,712.7508,-75.70308,0,-406.9009,2.550289,2.550289,-0.038452,-21.12349,0.25,-425.0388,57.19862,0,20.1,17.90399,0,-9.13549,-0.4545,0,0.8907,-75.7031,0,1,0,0,-0.8907,0,-0.4545,-406.9009,0,0,0,1
