_4x4_R0C0,_4x4_R0C1,_4x4_R0C2,_4x4_R0C3,_4x4_R1C0,_4x4_R1C1,_4x4_R1C2,_4x4_R1C3,_4x4_R2C0,_4x4_R2C1,_4x4_R2C2,_4x4_R2C3,_4x4_R3C0,_4x4_R3C1,_4x4_R3C2,_4x4_R3C3
-0.9955,0,-0.0943,734.1514,0,1,0,0,0.0943,0,-0.9955,100.5837,0,0,0,1
