vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,-6.224026,0,55.0185,0.891747,0,0.452535
58,-6.684292,0,55.90627,0.883741,0,0.467976
59,-7.159931,0,56.7859,0.875469,0,0.483275
60,-7.650791,0,57.65712,0.866931,0,0.498428
61,-8.156738,0,58.51967,0.858132,0,0.51343
62,-8.677601,0,59.37329,0.849072,0,0.528277
63,-9.213238,0,60.21773,0.839756,0,0.542964
64,-9.763477,0,61.05272,0.830186,0,0.557487
65,-10.32816,0,61.87802,0.820364,0,0.571841
66,-10.9071,0,62.69337,0.810295,0,0.586022
67,-11.50014,0,63.49853,0.79998,0,0.600026
68,-12.10709,0,64.29324,0.789424,0,0.613849
69,-12.72778,0,65.07729,0.778628,0,0.627486
70,-13.362,0,65.85043,0.767597,0,0.640933
71,-14.00958,0,66.61241,0.756334,0,0.654186
72,-14.67031,0,67.36302,0.744842,0,0.667241
73,-15.34399,0,68.10202,0.733125,0,0.680094
74,-16.03043,0,68.82919,0.721186,0,0.692742
75,-16.7294,0,69.54432,0.709029,0,0.70518
76,-17.44072,0,70.24718,0.696657,0,0.717404
77,-18.16414,0,70.93756,0.684075,0,0.729412
78,-18.89946,0,71.61526,0.671285,0,0.741199
79,-19.64646,0,72.28007,0.658293,0,0.752762
80,-20.40491,0,72.93178,0.645101,0,0.764097
81,-21.17458,0,73.57021,0.631715,0,0.775201
82,-21.95524,0,74.19514,0.618137,0,0.786071
83,-22.74664,0,74.80641,0.604372,0,0.796702
84,-23.54856,0,75.40382,0.590424,0,0.807093
85,-24.36075,0,75.98721,0.576298,0,0.81724
86,-25.18296,0,76.55637,0.561998,0,0.827139
87,-26.01494,0,77.11115,0.547527,0,0.836788
88,-26.85645,0,77.65137,0.532891,0,0.846184
89,-27.70723,0,78.17687,0.518093,0,0.855324
90,-27.70723,0,78.17687,0.518093,0,0.855324
91,-28.56255,0,78.69497,0.518093,0,0.855324
92,-29.41788,0,79.21306,0.518093,0,0.855324
93,-30.2732,0,79.73116,0.518093,0,0.855324
94,-31.12852,0,80.24924,0.518093,0,0.855324
95,-31.98385,0,80.76734,0.518093,0,0.855324
96,-32.83917,0,81.28543,0.518093,0,0.855324
97,-33.6945,0,81.80353,0.518093,0,0.855324
98,-34.54982,0,82.32162,0.518093,0,0.855324
99,-35.40514,0,82.83971,0.518093,0,0.855324
100,-36.26047,0,83.3578,0.518093,0,0.855324
101,-37.11579,0,83.8759,0.518093,0,0.855324
102,-37.97112,0,84.394,0.518093,0,0.855324
103,-38.82644,0,84.91209,0.518093,0,0.855324
104,-39.68176,0,85.43018,0.518093,0,0.855324
105,-40.53709,0,85.94827,0.518093,0,0.855324
106,-41.39241,0,86.46637,0.518093,0,0.855324
107,-42.24774,0,86.98446,0.518093,0,0.855324
108,-43.10306,0,87.50256,0.518093,0,0.855324
109,-43.95839,0,88.02065,0.518093,0,0.855324
110,-44.81371,0,88.53874,0.518093,0,0.855324
111,-45.66903,0,89.05683,0.518093,0,0.855324
112,-46.52436,0,89.57493,0.518093,0,0.855324
113,-47.37968,0,90.09302,0.518093,0,0.855324
114,-48.23501,0,90.61111,0.518093,0,0.855324
115,-49.09033,0,91.12921,0.518093,0,0.855324
116,-49.94566,0,91.6473,0.518093,0,0.855324
117,-50.80098,0,92.16539,0.518093,0,0.855324
118,-51.6563,0,92.68349,0.518093,0,0.855324
119,-52.51163,0,93.20158,0.518093,0,0.855324
