time,fixedTime,deltaTime,smoothDeltaTime,realtimeSinceStartup,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,car_speed,car_vel_x,car_vel_y,car_vel_z,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
320.0268,320.02,0.017806,0.016707,330.5689,-456.632,0,-20.84604,2.237692,2.237692,0.009155,-483.1799,0.25,-74.33849,59.38295,0,20.1,-11.12812,0,-16.73843,-0.8328,0,-0.5536,-456.632,0,1,0,0,0.5536,0,-0.8328,-20.846,0,0,0,1
320.0507,320.05,0.023874,0.01814,330.5861,-456.9658,0,-21.34819,2.239885,2.239885,0.009155,-483.1799,0.25,-74.33849,58.78497,0,20.1,-11.1282,0,-16.73838,-0.8328,0,-0.5536,-456.9658,0,1,0,0,0.5536,0,-0.8328,-21.3482,0,0,0,1
320.0724,320.07,0.021721,0.018856,330.6076,-457.1884,0,-21.68296,2.24139,2.24139,0.009155,-483.1799,0.25,-74.33849,58.38633,0,20.1,-11.12825,0,-16.73834,-0.8328,0,-0.5536,-457.1884,0,1,0,0,0.5536,0,-0.8328,-21.683,0,0,0,1
320.0943,320.09,0.021867,0.019459,330.6295,-457.411,0,-22.01772,2.242921,2.242921,0.009155,-483.1799,0.25,-74.33849,57.98774,0,20.1,-11.12831,0,-16.7383,-0.8328,0,-0.5536,-457.411,0,1,0,0,0.5536,0,-0.8328,-22.0177,0,0,0,1
320.1105,320.11,0.016246,0.018816,330.6454,-457.6336,0,-22.35249,2.244451,2.244451,0.009155,-483.1799,0.25,-74.33849,57.5892,0,20.1,-11.12836,0,-16.73827,-0.8327,0,-0.5536,-457.6336,0,1,0,0,0.5536,0,-0.8327,-22.3525,0,0,0,1
320.125,320.12,0.014442,0.017941,330.6594,-457.7449,0,-22.51987,2.24519,2.24519,0.009155,-483.1799,0.25,-74.33849,57.38995,0,20.1,-11.12839,0,-16.73825,-0.8327,0,-0.5537,-457.7449,0,1,0,0,0.5537,0,-0.8327,-22.5199,0,0,0,1
320.1376,320.13,0.012672,0.016887,330.6721,-457.8562,0,-22.68726,2.245956,2.245956,0.009155,-483.1799,0.25,-74.33849,57.1907,0,20.1,-11.12842,0,-16.73824,-0.8327,0,-0.5537,-457.8562,0,1,0,0,0.5537,0,-0.8327,-22.6873,0,0,0,1
320.1497,320.14,0.012038,0.015917,330.6842,-457.9675,0,-22.85464,2.246721,2.246721,0.009155,-483.1799,0.25,-74.33849,56.99148,0,20.1,-11.12844,0,-16.73822,-0.8327,0,-0.5537,-457.9675,0,1,0,0,0.5537,0,-0.8327,-22.8546,0,0,0,1
320.1707,320.17,0.021012,0.016936,330.7058,-458.3014,0,-23.35678,2.249026,2.249026,0.009155,-483.1799,0.25,-74.33849,56.39386,0,20.1,-11.12852,0,-16.73816,-0.8327,0,-0.5537,-458.3014,0,1,0,0,0.5537,0,-0.8327,-23.3568,0,0,0,1
320.1838,320.18,0.013123,0.016174,330.7184,-458.4127,0,-23.52416,2.249758,2.249758,0.009155,-483.1799,0.25,-74.33849,56.1947,0,20.1,-11.12855,0,-16.73814,-0.8327,0,-0.5537,-458.4127,0,1,0,0,0.5537,0,-0.8327,-23.5242,0,0,0,1
320.2051,320.2,0.021294,0.017198,330.7401,-458.6353,0,-23.85892,2.251264,2.251264,0.009155,-483.1799,0.25,-74.33849,55.79639,0,20.1,-11.1286,0,-16.73811,-0.8327,0,-0.5537,-458.6353,0,1,0,0,0.5537,0,-0.8327,-23.8589,0,0,0,1
320.2181,320.21,0.012992,0.016357,330.7525,-458.7466,0,-24.02631,2.25203,2.25203,0.009155,-483.1799,0.25,-74.33849,55.59726,0,20.1,-11.12863,0,-16.73809,-0.8327,0,-0.5537,-458.7466,0,1,0,0,0.5537,0,-0.8327,-24.0263,0,0,0,1
320.2298,320.22,0.011725,0.01543,330.7643,-458.8578,0,-24.19369,2.252795,2.252795,0.009155,-483.1799,0.25,-74.33849,55.39813,0,20.1,-11.12866,0,-16.73807,-0.8327,0,-0.5537,-458.8578,0,1,0,0,0.5537,0,-0.8327,-24.1937,0,0,0,1
320.2431,320.24,0.013263,0.014997,330.7778,-459.0804,0,-24.52845,2.254327,2.254327,0.009155,-483.1799,0.25,-74.33849,54.99993,0,20.1,-11.12871,0,-16.73803,-0.8327,0,-0.5537,-459.0804,0,1,0,0,0.5537,0,-0.8327,-24.5285,0,0,0,1
