time,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
254.1412,-313.3558,0,-1688.5,2.427357,2.427357,-0.829482,-258.6401,0.25,-1702.919,56.27848,0,-0.1043,0,0.9945,-313.3558,0,1,0,0,-0.9945,0,-0.1043,-1688.5,0,0,0,1
254.152,-313.1071,0,-1688.526,2.427873,2.427873,-0.902724,-258.6401,0.25,-1702.919,56.0313,0,-0.1041,0,0.9946,-313.1071,0,1,0,0,-0.9946,0,-0.1041,-1688.526,0,0,0,1
254.163,-312.8585,0,-1688.552,2.428301,2.428301,-0.950332,-258.6401,0.25,-1702.919,55.78421,0,-0.104,0,0.9946,-312.8585,0,1,0,0,-0.9946,0,-0.104,-1688.552,0,0,0,1
254.1742,-312.6098,0,-1688.578,2.428915,2.428915,-0.997939,-258.6401,0.25,-1702.919,55.53705,0,-0.1038,0,0.9946,-312.6098,0,1,0,0,-0.9946,0,-0.1038,-1688.578,0,0,0,1
254.1854,-312.3612,0,-1688.604,2.429282,2.429282,-1.052871,-258.6401,0.25,-1702.919,55.28997,0,-0.1036,0,0.9946,-312.3612,0,1,0,0,-0.9946,0,-0.1036,-1688.604,0,0,0,1
254.1998,-312.1125,0,-1688.63,2.42965,2.42965,-1.100478,-258.6401,0.25,-1702.919,55.04293,0,-0.1034,0,0.9946,-312.1125,0,1,0,0,-0.9946,0,-0.1034,-1688.63,0,0,0,1
254.2106,-311.6152,0,-1688.682,2.430263,2.430263,-1.170058,-258.6401,0.25,-1702.919,54.54898,0,-0.103,0,0.9947,-311.6152,0,1,0,0,-0.9947,0,-0.103,-1688.682,0,0,0,1
254.2185,-311.6152,0,-1688.682,2.430263,2.430263,-1.170058,-258.6401,0.25,-1702.919,54.54898,0,-0.103,0,0.9947,-311.6152,0,1,0,0,-0.9947,0,-0.103,-1688.682,0,0,0,1
254.2279,-311.3665,0,-1688.707,2.430512,2.430512,-1.1957,-258.6401,0.25,-1702.919,54.30201,0,-0.1028,0,0.9947,-311.3665,0,1,0,0,-0.9947,0,-0.1028,-1688.707,0,0,0,1
254.2393,-311.1178,0,-1688.733,2.430634,2.430634,-1.214011,-258.6401,0.25,-1702.919,54.05511,0,-0.1026,0,0.9947,-311.1178,0,1,0,0,-0.9947,0,-0.1026,-1688.733,0,0,0,1
254.2507,-310.6205,0,-1688.784,2.430879,2.430879,-1.214011,-258.6401,0.25,-1702.919,53.56142,0,-0.1022,0,0.9948,-310.6205,0,1,0,0,-0.9948,0,-0.1022,-1688.784,0,0,0,1
254.2611,-310.3718,0,-1688.81,2.430879,2.430879,-1.214011,-258.6401,0.25,-1702.919,53.31464,0,-0.102,0,0.9948,-310.3718,0,1,0,0,-0.9948,0,-0.102,-1688.81,0,0,0,1
254.2724,-310.1231,0,-1688.835,2.430876,2.430876,-1.214011,-258.6401,0.25,-1702.919,53.06791,0,-0.1018,0,0.9948,-310.1231,0,1,0,0,-0.9948,0,-0.1018,-1688.835,0,0,0,1
254.2835,-309.8744,0,-1688.861,2.430876,2.430876,-1.214011,-258.6401,0.25,-1702.919,52.82116,0,-0.1015,0,0.9948,-309.8744,0,1,0,0,-0.9948,0,-0.1015,-1688.861,0,0,0,1
254.2952,-309.6256,0,-1688.886,2.430634,2.430634,-1.214011,-258.6401,0.25,-1702.919,52.5745,0,-0.1013,0,0.9949,-309.6256,0,1,0,0,-0.9949,0,-0.1013,-1688.886,0,0,0,1
254.3064,-309.3769,0,-1688.911,2.430387,2.430387,-1.214011,-258.6401,0.25,-1702.919,52.32787,0,-0.1011,0,0.9949,-309.3769,0,1,0,0,-0.9949,0,-0.1011,-1688.911,0,0,0,1
254.3168,-309.1282,0,-1688.936,2.430141,2.430141,-1.214011,-258.6401,0.25,-1702.919,52.08128,0,-0.1009,0,0.9949,-309.1282,0,1,0,0,-0.9949,0,-0.1009,-1688.936,0,0,0,1
254.3278,-308.8795,0,-1688.962,2.429774,2.429774,-1.214011,-258.6401,0.25,-1702.919,51.83475,0,-0.1007,0,0.9949,-308.8795,0,1,0,0,-0.9949,0,-0.1007,-1688.962,0,0,0,1
254.3391,-308.6307,0,-1688.987,2.429407,2.429407,-1.214011,-258.6401,0.25,-1702.919,51.58822,0,-0.1005,0,0.9949,-308.6307,0,1,0,0,-0.9949,0,-0.1005,-1688.987,0,0,0,1
254.3503,-308.1333,0,-1689.037,2.428544,2.428544,-1.214011,-258.6401,0.25,-1702.919,51.09536,0,-0.1001,0,0.995,-308.1333,0,1,0,0,-0.995,0,-0.1001,-1689.037,0,0,0,1
254.3611,-307.8845,0,-1689.062,2.428055,2.428055,-1.214011,-258.6401,0.25,-1702.919,50.84894,0,-0.0999,0,0.995,-307.8845,0,1,0,0,-0.995,0,-0.0999,-1689.062,0,0,0,1
254.3723,-307.6357,0,-1689.087,2.42732,2.42732,-1.214011,-258.6401,0.25,-1702.919,50.60265,0,-0.0996,0,0.995,-307.6357,0,1,0,0,-0.995,0,-0.0996,-1689.087,0,0,0,1
254.3837,-307.387,0,-1689.112,2.426829,2.426829,-1.214011,-258.6401,0.25,-1702.919,50.35633,0,-0.0994,0,0.995,-307.387,0,1,0,0,-0.995,0,-0.0994,-1689.112,0,0,0,1
254.3944,-307.1382,0,-1689.136,2.426094,2.426094,-1.214011,-258.6401,0.25,-1702.919,50.11009,0,-0.0992,0,0.9951,-307.1382,0,1,0,0,-0.9951,0,-0.0992,-1689.136,0,0,0,1
254.4057,-306.8894,0,-1689.161,2.42548,2.42548,-1.214011,-258.6401,0.25,-1702.919,49.86388,0,-0.099,0,0.9951,-306.8894,0,1,0,0,-0.9951,0,-0.099,-1689.161,0,0,0,1
254.4165,-306.6407,0,-1689.186,2.424621,2.424621,-1.214011,-258.6401,0.25,-1702.919,49.61774,0,-0.0988,0,0.9951,-306.6407,0,1,0,0,-0.9951,0,-0.0988,-1689.186,0,0,0,1
254.4277,-306.3919,0,-1689.21,2.423762,2.423762,-1.214011,-258.6401,0.25,-1702.919,49.37164,0,-0.0986,0,0.9951,-306.3919,0,1,0,0,-0.9951,0,-0.0986,-1689.21,0,0,0,1
254.4424,-305.8943,0,-1689.26,2.421921,2.421921,-1.214011,-258.6401,0.25,-1702.919,48.87963,0,-0.0982,0,0.9952,-305.8943,0,1,0,0,-0.9952,0,-0.0982,-1689.26,0,0,0,1
254.4527,-305.6455,0,-1689.284,2.420938,2.420938,-1.214011,-258.6401,0.25,-1702.919,48.63366,0,-0.098,0,0.9952,-305.6455,0,1,0,0,-0.9952,0,-0.098,-1689.284,0,0,0,1
254.4612,-305.3967,0,-1689.308,2.419835,2.419835,-1.214011,-258.6401,0.25,-1702.919,48.38776,0,-0.0978,0,0.9952,-305.3967,0,1,0,0,-0.9952,0,-0.0978,-1689.308,0,0,0,1
254.4722,-305.1479,0,-1689.333,2.418851,2.418851,-1.214011,-258.6401,0.25,-1702.919,48.14187,0,-0.0975,0,0.9952,-305.1479,0,1,0,0,-0.9952,0,-0.0975,-1689.333,0,0,0,1
254.4836,-304.8991,0,-1689.357,2.417624,2.417624,-1.214011,-258.6401,0.25,-1702.919,47.89612,0,-0.0973,0,0.9953,-304.8991,0,1,0,0,-0.9953,0,-0.0973,-1689.357,0,0,0,1
254.4951,-304.6503,0,-1689.381,2.416398,2.416398,-1.210349,-258.6401,0.25,-1702.919,47.65039,0,-0.0971,0,0.9953,-304.6503,0,1,0,0,-0.9953,0,-0.0971,-1689.381,0,0,0,1
254.5055,-304.4015,0,-1689.406,2.415046,2.415046,-1.210349,-258.6401,0.25,-1702.919,47.40473,0,-0.0969,0,0.9953,-304.4015,0,1,0,0,-0.9953,0,-0.0969,-1689.406,0,0,0,1
254.5174,-304.1526,0,-1689.43,2.413695,2.413695,-1.173728,-258.6401,0.25,-1702.919,47.15912,0,-0.0967,0,0.9953,-304.1526,0,1,0,0,-0.9953,0,-0.0967,-1689.43,0,0,0,1
254.5281,-303.9038,0,-1689.454,2.412471,2.412471,-1.162734,-258.6401,0.25,-1702.919,46.91349,0.023529,-0.0965,0,0.9953,-303.9038,0,1,0,0,-0.9953,0,-0.0965,-1689.454,0,0,0,1
