vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,8.169895,0,54.27465,0.810795,0,-0.58533
58,8.764557,0,55.07859,0.797024,0,-0.603948
59,9.377682,0,55.86855,0.782824,0,-0.622243
60,10.00893,0,56.6441,0.768205,0,-0.640204
61,10.65798,0,57.40483,0.753174,0,-0.657821
62,11.32445,0,58.15031,0.73774,0,-0.675085
63,12.00802,0,58.88017,0.721909,0,-0.691988
64,12.70831,0,59.594,0.705691,0,-0.70852
65,13.42493,0,60.29142,0.689095,0,-0.724671
66,14.15752,0,60.97207,0.672129,0,-0.740434
67,14.90567,0,61.63557,0.654803,0,-0.7558
68,15.66899,0,62.28156,0.637126,0,-0.77076
69,16.44705,0,62.9097,0.619107,0,-0.785307
70,17.23946,0,63.51966,0.600755,0,-0.799433
71,18.04578,0,64.11111,0.582082,0,-0.81313
72,18.86557,0,64.68372,0.563097,0,-0.826391
73,19.69841,0,65.2372,0.543809,0,-0.839209
74,20.54384,0,65.77124,0.52423,0,-0.851577
75,21.40141,0,66.28556,0.50437,0,-0.863488
76,22.27066,0,66.77989,0.484239,0,-0.874936
77,23.15112,0,67.25395,0.463848,0,-0.885915
78,24.04233,0,67.7075,0.443209,0,-0.896418
79,24.9438,0,68.14029,0.422332,0,-0.906441
80,25.85505,0,68.55209,0.401229,0,-0.915978
81,26.77559,0,68.94268,0.37991,0,-0.925023
82,27.70493,0,69.31184,0.358388,0,-0.933573
83,28.64257,0,69.65939,0.336673,0,-0.941622
84,29.58801,0,69.98514,0.314778,0,-0.949165
85,30.54073,0,70.28889,0.292714,0,-0.9562
86,31.50024,0,70.57051,0.270493,0,-0.962722
87,32.466,0,70.82983,0.248127,0,-0.968728
88,33.43752,0,71.06671,0.225628,0,-0.974214
89,34.41426,0,71.28104,0.203008,0,-0.979177
90,34.41426,0,71.28104,0.203008,0,-0.979177
91,35.39344,0,71.48405,0.203008,0,-0.979177
92,36.37262,0,71.68706,0.203008,0,-0.979177
93,37.35179,0,71.89007,0.203008,0,-0.979177
94,38.33097,0,72.09308,0.203008,0,-0.979177
95,39.31015,0,72.29608,0.203008,0,-0.979177
96,40.28932,0,72.49909,0.203008,0,-0.979177
97,41.2685,0,72.7021,0.203008,0,-0.979177
98,42.24768,0,72.90511,0.203008,0,-0.979177
99,43.22685,0,73.10812,0.203008,0,-0.979177
100,44.20603,0,73.31113,0.203008,0,-0.979177
101,45.18521,0,73.51413,0.203008,0,-0.979177
102,46.16439,0,73.71714,0.203008,0,-0.979177
103,47.14356,0,73.92015,0.203008,0,-0.979177
104,48.12274,0,74.12315,0.203008,0,-0.979177
105,49.10192,0,74.32616,0.203008,0,-0.979177
106,50.08109,0,74.52917,0.203008,0,-0.979177
107,51.06027,0,74.73218,0.203008,0,-0.979177
108,52.03945,0,74.93519,0.203008,0,-0.979177
109,53.01862,0,75.1382,0.203008,0,-0.979177
110,53.9978,0,75.3412,0.203008,0,-0.979177
111,54.97698,0,75.54421,0.203008,0,-0.979177
112,55.95615,0,75.74722,0.203008,0,-0.979177
113,56.93533,0,75.95023,0.203008,0,-0.979177
114,57.91451,0,76.15324,0.203008,0,-0.979177
115,58.89369,0,76.35625,0.203008,0,-0.979177
116,59.87286,0,76.55925,0.203008,0,-0.979177
117,60.85204,0,76.76226,0.203008,0,-0.979177
118,61.83122,0,76.96527,0.203008,0,-0.979177
119,62.81039,0,77.16827,0.203008,0,-0.979177
