vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,6.082634,0,55.06371,0.896698,0,-0.442643
58,6.532875,0,55.95661,0.889051,0,-0.457807
59,6.998207,0,56.84173,0.881149,0,-0.47284
60,7.478504,0,57.71881,0.872992,0,-0.487735
61,7.973633,0,58.58763,0.864583,0,-0.50249
62,8.48344,0,59.4479,0.855925,0,-0.5171
63,9.007778,0,60.29939,0.84702,0,-0.531561
64,9.546513,0,61.14186,0.83787,0,-0.545869
65,10.09947,0,61.97505,0.82848,0,-0.560019
66,10.66649,0,62.79873,0.81885,0,-0.574008
67,11.24743,0,63.61268,0.808984,0,-0.587831
68,11.8421,0,64.41663,0.798884,0,-0.601485
69,12.45034,0,65.21037,0.788554,0,-0.614965
70,13.07197,0,65.99366,0.777997,0,-0.628268
71,13.70681,0,66.76628,0.767216,0,-0.641389
72,14.35469,0,67.52802,0.756213,0,-0.654326
73,15.0154,0,68.27863,0.744992,0,-0.667074
74,15.68877,0,69.01793,0.733556,0,-0.679629
75,16.3746,0,69.74568,0.721908,0,-0.691989
76,17.07268,0,70.46167,0.710053,0,-0.704149
77,17.78283,0,71.16572,0.697992,0,-0.716106
78,18.50483,0,71.85759,0.68573,0,-0.727856
79,19.23846,0,72.53711,0.673271,0,-0.739396
80,19.98355,0,73.20407,0.660617,0,-0.750723
81,20.73984,0,73.85828,0.647773,0,-0.761834
82,21.50713,0,74.49955,0.634742,0,-0.772724
83,22.28522,0,75.1277,0.621527,0,-0.783392
84,23.07385,0,75.74254,0.608134,0,-0.793834
85,23.87281,0,76.34392,0.594565,0,-0.804048
86,24.68187,0,76.93163,0.580825,0,-0.814029
87,25.50079,0,77.5055,0.566917,0,-0.823775
88,26.32934,0,78.0654,0.552846,0,-0.833284
89,27.16727,0,78.61115,0.538615,0,-0.842552
90,27.16727,0,78.61115,0.538615,0,-0.842552
91,28.00983,0,79.14976,0.538615,0,-0.842552
92,28.85238,0,79.68838,0.538615,0,-0.842552
93,29.69493,0,80.22699,0.538615,0,-0.842552
94,30.53748,0,80.7656,0.538615,0,-0.842552
95,31.38004,0,81.30422,0.538615,0,-0.842552
96,32.22259,0,81.84283,0.538615,0,-0.842552
97,33.06514,0,82.38145,0.538615,0,-0.842552
98,33.90769,0,82.92007,0.538615,0,-0.842552
99,34.75024,0,83.45868,0.538615,0,-0.842552
100,35.5928,0,83.99729,0.538615,0,-0.842552
101,36.43535,0,84.5359,0.538615,0,-0.842552
102,37.2779,0,85.07452,0.538615,0,-0.842552
103,38.12045,0,85.61314,0.538615,0,-0.842552
104,38.96301,0,86.15175,0.538615,0,-0.842552
105,39.80556,0,86.69037,0.538615,0,-0.842552
106,40.64811,0,87.22898,0.538615,0,-0.842552
107,41.49066,0,87.76759,0.538615,0,-0.842552
108,42.33321,0,88.30621,0.538615,0,-0.842552
109,43.17577,0,88.84483,0.538615,0,-0.842552
110,44.01832,0,89.38344,0.538615,0,-0.842552
111,44.86087,0,89.92206,0.538615,0,-0.842552
112,45.70342,0,90.46067,0.538615,0,-0.842552
113,46.54597,0,90.99928,0.538615,0,-0.842552
114,47.38852,0,91.5379,0.538615,0,-0.842552
115,48.23108,0,92.07652,0.538615,0,-0.842552
116,49.07363,0,92.61513,0.538615,0,-0.842552
117,49.91618,0,93.15375,0.538615,0,-0.842552
118,50.75873,0,93.69236,0.538615,0,-0.842552
119,51.60128,0,94.23097,0.538615,0,-0.842552
