vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,-5.576038,0,55.21636,0.913439,0,0.406975
58,-5.990089,0,56.1266,0.907012,0,0.421106
59,-6.418217,0,57.03031,0.900365,0,0.435135
60,-6.860321,0,57.92726,0.893502,0,0.449059
61,-7.316299,0,58.81724,0.886424,0,0.462875
62,-7.786034,0,59.70004,0.879132,0,0.476579
63,-8.269421,0,60.57544,0.871628,0,0.490168
64,-8.766331,0,61.44322,0.863914,0,0.50364
65,-9.276657,0,62.3032,0.855992,0,0.516989
66,-9.80027,0,63.15514,0.847863,0,0.530215
67,-10.33704,0,63.99885,0.839531,0,0.543312
68,-10.88685,0,64.83414,0.830996,0,0.556279
69,-11.44955,0,65.66078,0.82226,0,0.569112
70,-12.02503,0,66.47859,0.813327,0,0.581807
71,-12.61312,0,67.28737,0.804197,0,0.594362
72,-13.2137,0,68.08691,0.794874,0,0.606774
73,-13.82663,0,68.87704,0.785359,0,0.61904
74,-14.45174,0,69.65758,0.775655,0,0.631157
75,-15.08888,0,70.4283,0.765764,0,0.643121
76,-15.73792,0,71.18904,0.755689,0,0.654931
77,-16.3987,0,71.93962,0.745431,0,0.666583
78,-17.07104,0,72.67984,0.734994,0,0.678074
79,-17.75479,0,73.40955,0.72438,0,0.689401
80,-18.44978,0,74.12854,0.713591,0,0.700563
81,-19.15586,0,74.83667,0.70263,0,0.711556
82,-19.87284,0,75.53374,0.6915,0,0.722377
83,-20.60056,0,76.21962,0.680203,0,0.733024
84,-21.33883,0,76.8941,0.668742,0,0.743495
85,-22.08748,0,77.55704,0.65712,0,0.753786
86,-22.84634,0,78.20828,0.64534,0,0.763896
87,-23.61522,0,78.84767,0.633404,0,0.773821
88,-24.39392,0,79.47504,0.621316,0,0.78356
89,-25.18227,0,80.09026,0.609078,0,0.793111
90,-25.18227,0,80.09026,0.609078,0,0.793111
91,-25.97538,0,80.69933,0.609078,0,0.793111
92,-26.76849,0,81.30841,0.609078,0,0.793111
93,-27.5616,0,81.91749,0.609078,0,0.793111
94,-28.35471,0,82.52657,0.609078,0,0.793111
95,-29.14782,0,83.13564,0.609078,0,0.793111
96,-29.94093,0,83.74472,0.609078,0,0.793111
97,-30.73404,0,84.3538,0.609078,0,0.793111
98,-31.52715,0,84.96288,0.609078,0,0.793111
99,-32.32026,0,85.57195,0.609078,0,0.793111
100,-33.11337,0,86.18103,0.609078,0,0.793111
101,-33.90648,0,86.79011,0.609078,0,0.793111
102,-34.69959,0,87.39919,0.609078,0,0.793111
103,-35.49271,0,88.00826,0.609078,0,0.793111
104,-36.28582,0,88.61734,0.609078,0,0.793111
105,-37.07893,0,89.22642,0.609078,0,0.793111
106,-37.87204,0,89.83549,0.609078,0,0.793111
107,-38.66515,0,90.44457,0.609078,0,0.793111
108,-39.45826,0,91.05365,0.609078,0,0.793111
109,-40.25137,0,91.66273,0.609078,0,0.793111
110,-41.04448,0,92.2718,0.609078,0,0.793111
111,-41.83759,0,92.88088,0.609078,0,0.793111
112,-42.6307,0,93.48996,0.609078,0,0.793111
113,-43.42381,0,94.09904,0.609078,0,0.793111
114,-44.21692,0,94.70811,0.609078,0,0.793111
115,-45.01003,0,95.31719,0.609078,0,0.793111
116,-45.80315,0,95.92627,0.609078,0,0.793111
117,-46.59625,0,96.53535,0.609078,0,0.793111
118,-47.38937,0,97.14442,0.609078,0,0.793111
119,-48.18248,0,97.7535,0.609078,0,0.793111
