time,pos_x,pos_y,pos_z,distFromRoadCenter,signedDistFromRoadCenter,wheelAngle,obstacle_pos_x,obstacle_pos_y,obstacle_pos_z,distance_to_obstacle,brake_position,simplecar_4x4_R0C0,simplecar_4x4_R0C1,simplecar_4x4_R0C2,simplecar_4x4_R0C3,simplecar_4x4_R1C0,simplecar_4x4_R1C1,simplecar_4x4_R1C2,simplecar_4x4_R1C3,simplecar_4x4_R2C0,simplecar_4x4_R2C1,simplecar_4x4_R2C2,simplecar_4x4_R2C3,simplecar_4x4_R3C0,simplecar_4x4_R3C1,simplecar_4x4_R3C2,simplecar_4x4_R3C3
32.41552,75.77388,0,112.3173,1.009827,1.009827,1.481352,130.9575,0.25,122.9851,55.91275,0,0.4046,0,0.9145,75.7739,0,1,0,0,-0.9145,0,0.4046,112.3173,0,0,0,1
32.42635,76.00254,0,112.4184,1.004147,1.004147,1.715727,130.9575,0.25,122.9851,55.66929,0,0.4043,0,0.9146,76.0025,0,1,0,0,-0.9146,0,0.4043,112.4184,0,0,0,1
32.43775,76.23123,0,112.5194,0.998539,0.998539,1.906157,130.9575,0.25,122.9851,55.42587,0,0.404,0,0.9148,76.2312,0,1,0,0,-0.9148,0,0.404,112.5194,0,0,0,1
32.44878,76.45996,0,112.6203,0.993022,0.993022,2.027006,130.9575,0.25,122.9851,55.18249,0,0.4037,0,0.9149,76.46,0,1,0,0,-0.9149,0,0.4037,112.6203,0,0,0,1
32.45975,76.68873,0,112.7211,0.987601,0.987601,2.169828,130.9575,0.25,122.9851,54.93914,0,0.4033,0,0.9151,76.6887,0,1,0,0,-0.9151,0,0.4033,112.7211,0,0,0,1
32.4709,77.14639,0,112.9225,0.977062,0.977062,2.323637,130.9575,0.25,122.9851,54.45257,0,0.4026,0,0.9154,77.1464,0,1,0,0,-0.9154,0,0.4026,112.9225,0,0,0,1
32.48208,77.37527,0,113.023,0.971963,0.971963,2.462811,130.9575,0.25,122.9851,54.20934,0,0.4022,0,0.9156,77.3753,0,1,0,0,-0.9156,0,0.4022,113.023,0,0,0,1
32.49314,77.60421,0,113.1235,0.966966,0.966966,2.576337,130.9575,0.25,122.9851,53.96614,0,0.4018,0,0.9157,77.6042,0,1,0,0,-0.9157,0,0.4018,113.1235,0,0,0,1
32.50782,77.83319,0,113.2238,0.962085,0.962085,2.678876,130.9575,0.25,122.9851,53.72299,0,0.4013,0,0.9159,77.8332,0,1,0,0,-0.9159,0,0.4013,113.2238,0,0,0,1
32.51819,78.06223,0,113.324,0.957337,0.957337,2.788739,130.9575,0.25,122.9851,53.47986,0,0.4009,0,0.9161,78.0622,0,1,0,0,-0.9161,0,0.4009,113.324,0,0,0,1
32.53062,78.52044,0,113.5241,0.948201,0.948201,2.865644,130.9575,0.25,122.9851,52.99371,0,0.4,0,0.9165,78.5204,0,1,0,0,-0.9165,0,0.4,113.5241,0,0,0,1
32.53753,78.52044,0,113.5241,0.948201,0.948201,2.865644,130.9575,0.25,122.9851,52.99371,0,0.4,0,0.9165,78.5204,0,1,0,0,-0.9165,0,0.4,113.5241,0,0,0,1
32.54941,78.74963,0,113.624,0.943823,0.943823,3.01579,130.9575,0.25,122.9851,52.75069,0,0.3995,0,0.9167,78.7496,0,1,0,0,-0.9167,0,0.3995,113.624,0,0,0,1
32.56172,79.20816,0,113.8234,0.93548,0.93548,3.111005,130.9575,0.25,122.9851,52.26474,0,0.3985,0,0.9172,79.2082,0,1,0,0,-0.9172,0,0.3985,113.8234,0,0,0,1
32.5709,79.43751,0,113.9229,0.931513,0.931513,3.22453,130.9575,0.25,122.9851,52.02182,0,0.398,0,0.9174,79.4375,0,1,0,0,-0.9174,0,0.398,113.9229,0,0,0,1
32.58091,79.66692,0,114.0222,0.927682,0.927682,3.294125,130.9575,0.25,122.9851,51.77893,0,0.3974,0,0.9176,79.6669,0,1,0,0,-0.9176,0,0.3974,114.0222,0,0,0,1
32.59279,79.89638,0,114.1215,0.924015,0.924015,3.393002,130.9575,0.25,122.9851,51.53608,0,0.3969,0,0.9179,79.8964,0,1,0,0,-0.9179,0,0.3969,114.1215,0,0,0,1
32.60415,80.1259,0,114.2205,0.920503,0.920503,3.561459,130.9575,0.25,122.9851,51.29325,0,0.3963,0,0.9181,80.1259,0,1,0,0,-0.9181,0,0.3963,114.2205,0,0,0,1
32.61438,80.3555,0,114.3195,0.91714,0.91714,3.656673,130.9575,0.25,122.9851,51.05045,0,0.3957,0,0.9184,80.3555,0,1,0,0,-0.9184,0,0.3957,114.3195,0,0,0,1
32.62539,80.58514,0,114.4183,0.913952,0.913952,3.777523,130.9575,0.25,122.9851,50.8077,0,0.3951,0,0.9186,80.5851,0,1,0,0,-0.9186,0,0.3951,114.4183,0,0,0,1
32.63659,80.81487,0,114.5169,0.910936,0.910936,3.924007,130.9575,0.25,122.9851,50.56497,0,0.3945,0,0.9189,80.8149,0,1,0,0,-0.9189,0,0.3945,114.5169,0,0,0,1
32.64779,81.04465,0,114.6153,0.908094,0.908094,4.063168,130.9575,0.25,122.9851,50.32227,0,0.3939,0,0.9192,81.0447,0,1,0,0,-0.9192,0,0.3939,114.6153,0,0,0,1
32.65865,81.27452,0,114.7136,0.905433,0.905433,4.238963,130.9575,0.25,122.9851,50.07959,0,0.3932,0,0.9195,81.2745,0,1,0,0,-0.9195,0,0.3932,114.7136,0,0,0,1
32.67008,81.73448,0,114.9097,0.900699,0.900699,4.469676,130.9575,0.25,122.9851,49.59431,0,0.3917,0,0.9201,81.7345,0,1,0,0,-0.9201,0,0.3917,114.9097,0,0,0,1
32.68111,81.96458,0,115.0075,0.898626,0.898626,4.601512,130.9575,0.25,122.9851,49.35171,0,0.391,0,0.9204,81.9646,0,1,0,0,-0.9204,0,0.391,115.0075,0,0,0,1
32.69191,82.19476,0,115.105,0.896769,0.896769,4.810252,130.9575,0.25,122.9851,49.10913,0,0.3902,0,0.9207,82.1948,0,1,0,0,-0.9207,0,0.3902,115.105,0,0,0,1
32.70329,82.42502,0,115.2024,0.895117,0.895117,4.982371,130.9575,0.25,122.9851,48.86657,0,0.3894,0,0.9211,82.425,0,1,0,0,-0.9211,0,0.3894,115.2024,0,0,0,1
32.71432,82.65537,0,115.2995,0.893704,0.893704,5.176477,130.9575,0.25,122.9851,48.62403,0,0.3886,0,0.9214,82.6554,0,1,0,0,-0.9214,0,0.3886,115.2995,0,0,0,1
32.72519,82.88581,0,115.3965,0.892524,0.892524,5.341272,130.9575,0.25,122.9851,48.38152,0,0.3877,0,0.9218,82.8858,0,1,0,0,-0.9218,0,0.3877,115.3965,0,0,0,1
32.73641,83.11635,0,115.4932,0.89159,0.89159,5.550013,130.9575,0.25,122.9851,48.13902,0,0.3869,0,0.9221,83.1164,0,1,0,0,-0.9221,0,0.3869,115.4932,0,0,0,1
32.74762,83.34698,0,115.5897,0.890903,0.890903,5.696497,130.9575,0.25,122.9851,47.89654,0,0.3859,0,0.9225,83.347,0,1,0,0,-0.9225,0,0.3859,115.5897,0,0,0,1
32.75869,83.57771,0,115.6859,0.890468,0.890468,5.890589,130.9575,0.25,122.9851,47.65407,0,0.385,0,0.9229,83.5777,0,1,0,0,-0.9229,0,0.385,115.6859,0,0,0,1
