vertex_index,xVertex_position,yVertex_position,zVertex_position,xNormal,yNormal,zNormal
57,-5.481495,0,55.24325,0.916392,0,0.400282
58,-5.888748,0,56.15656,0.91018,0,0.414212
59,-6.309891,0,57.06354,0.903757,0,0.428046
60,-6.744812,0,57.964,0.897123,0,0.441781
61,-7.193413,0,58.85771,0.890281,0,0.455412
62,-7.655602,0,59.74449,0.883231,0,0.468938
63,-8.131256,0,60.62411,0.875976,0,0.482355
64,-8.620274,0,61.49637,0.868517,0,0.495659
65,-9.122536,0,62.36107,0.860856,0,0.508848
66,-9.637928,0,63.21802,0.852995,0,0.521919
67,-10.16634,0,64.067,0.844935,0,0.534868
68,-10.70762,0,64.90782,0.836679,0,0.547693
69,-11.26168,0,65.7403,0.828228,0,0.560391
70,-11.82837,0,66.56421,0.819585,0,0.572958
71,-12.40755,0,67.37939,0.810751,0,0.585392
72,-12.9991,0,68.18565,0.801728,0,0.597689
73,-13.60288,0,68.98279,0.792519,0,0.609848
74,-14.21875,0,69.77063,0.783125,0,0.621865
75,-14.84656,0,70.54898,0.773549,0,0.633737
76,-15.48617,0,71.31767,0.763793,0,0.645461
77,-16.13744,0,72.07651,0.75386,0,0.657036
78,-16.80019,0,72.82533,0.743751,0,0.668457
79,-17.4743,0,73.56395,0.733469,0,0.679723
80,-18.15958,0,74.29221,0.723016,0,0.690831
81,-18.8559,0,75.00993,0.712395,0,0.701778
82,-19.56309,0,75.71695,0.701609,0,0.712562
83,-20.28097,0,76.41309,0.690659,0,0.72318
84,-21.00939,0,77.09821,0.679549,0,0.73363
85,-21.74818,0,77.77214,0.66828,0,0.74391
86,-22.49715,0,78.43472,0.656856,0,0.754016
87,-23.25615,0,79.0858,0.64528,0,0.763947
88,-24.02499,0,79.72523,0.633553,0,0.7737
89,-24.80349,0,80.35285,0.621678,0,0.783273
90,-24.80349,0,80.35285,0.621678,0,0.783273
91,-25.58676,0,80.97453,0.621678,0,0.783273
92,-26.37004,0,81.59621,0.621678,0,0.783273
93,-27.15331,0,82.21789,0.621678,0,0.783273
94,-27.93658,0,82.83957,0.621678,0,0.783273
95,-28.71985,0,83.46124,0.621678,0,0.783273
96,-29.50312,0,84.08292,0.621678,0,0.783273
97,-30.2864,0,84.7046,0.621678,0,0.783273
98,-31.06967,0,85.32628,0.621678,0,0.783273
99,-31.85294,0,85.94796,0.621678,0,0.783273
100,-32.63622,0,86.56963,0.621678,0,0.783273
101,-33.41949,0,87.19131,0.621678,0,0.783273
102,-34.20276,0,87.813,0.621678,0,0.783273
103,-34.98603,0,88.43467,0.621678,0,0.783273
104,-35.76931,0,89.05635,0.621678,0,0.783273
105,-36.55258,0,89.67802,0.621678,0,0.783273
106,-37.33585,0,90.29971,0.621678,0,0.783273
107,-38.11913,0,90.92139,0.621678,0,0.783273
108,-38.9024,0,91.54306,0.621678,0,0.783273
109,-39.68567,0,92.16474,0.621678,0,0.783273
110,-40.46894,0,92.78642,0.621678,0,0.783273
111,-41.25221,0,93.4081,0.621678,0,0.783273
112,-42.03548,0,94.02978,0.621678,0,0.783273
113,-42.81876,0,94.65146,0.621678,0,0.783273
114,-43.60203,0,95.27313,0.621678,0,0.783273
115,-44.3853,0,95.89481,0.621678,0,0.783273
116,-45.16858,0,96.51649,0.621678,0,0.783273
117,-45.95185,0,97.13817,0.621678,0,0.783273
118,-46.73512,0,97.75985,0.621678,0,0.783273
119,-47.51839,0,98.38152,0.621678,0,0.783273
