experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,turn_direction,turn_radius,obstacle_visibility,divergence,speed_level,speed_LvCounter,carSpeed,steerAngleAtTrialStart,x_rotAtTrialStart,y_rotAtTrialStart,z_rotAtTrialStart,cws_threshold_detection_distance,cws_warning_volume,cws_sensing_type,cws_warning_type,collision_has_occurred,time_of_collision,time_of_warning,road_vertices_location_0,roadTransformMat_location_0,simplecar_carTransformMatrix_location_0
cws_2,ImergenWstopsFull,1,109,1,109,1079.48,1085.1,right,43.68991,0,2.36,0,1,20.1,-0.195923,0,0.223035,0,20,0.5,distance_threshold,auditory loom,False,NaN,NaN,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T109.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T109.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T109.csv
cws_2,ImergenWstopsFull,1,110,1,110,1086.57,1092.19,right,52.43622,1,3.03,0,1,20.1,0.748916,0,-0.43023,0,20,0.5,distance_threshold,auditory loom,False,NaN,1093.656,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T110.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T110.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T110.csv
cws_2,ImergenWstopsFull,1,111,1,111,1093.66,1105.01,left,52.93988,1,1.58,0,1,20.1,-0.661018,0,-0.843157,0,20,0.5,distance_threshold,auditory loom,False,NaN,1106.472,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T111.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T111.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T111.csv
cws_2,ImergenWstopsFull,1,112,1,112,1106.48,1115.74,right,63.13271,0.03,2.41,0,1,20.1,2.019682,0,-0.449563,0,20,0.5,distance_threshold,auditory loom,True,1112.41,1112.407,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T112.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T112.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T112.csv
cws_2,ImergenWstopsFull,1,113,1,113,1117.21,1125.36,left,64.29504,0.3,2.73,0,1,20.1,-1.466696,0,-0.800515,0,20,0.5,distance_threshold,auditory loom,True,1120.53,1120.528,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T113.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T113.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T113.csv
cws_2,ImergenWstopsFull,1,114,1,114,1126.83,1136.87,left,52.64092,0,1.74,0,1,20.1,0.404663,0,-0.445634,0,20,0.5,distance_threshold,auditory loom,False,NaN,1136.625,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T114.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T114.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T114.csv
cws_2,ImergenWstopsFull,1,115,1,115,1138.34,1143.99,right,43.68991,0,2.09,0,1,20.1,0.027466,0,0.109115,0,20,0.5,distance_threshold,auditory loom,False,NaN,NaN,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T115.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T115.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T115.csv
cws_2,ImergenWstopsFull,1,116,1,116,1145.46,1151.33,left,57.49502,0.03,1.35,0,1,20.1,0.064087,0,-0.548615,0,20,0.5,distance_threshold,auditory loom,False,NaN,1152.797,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T116.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T116.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T116.csv
cws_2,ImergenWstopsFull,1,117,1,117,1152.8,1162,right,43.68991,0,2.34,0,1,20.1,0.730605,0,-0.064167,0,20,0.5,distance_threshold,auditory loom,True,1157.99,1157.972,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T117.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T117.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T117.csv
cws_2,ImergenWstopsFull,1,118,1,118,1163.47,1169.33,left,52.64092,0,0.96,0,1,20.1,-1.605856,0,-0.672882,0,20,0.5,distance_threshold,auditory loom,False,NaN,NaN,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T118.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T118.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T118.csv
cws_2,ImergenWstopsFull,1,119,1,119,1170.8,1176.68,left,52.93988,1,1.31,0,1,20.1,-0.551155,0,-0.182133,0,20,0.5,distance_threshold,auditory loom,False,NaN,NaN,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T119.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T119.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T119.csv
cws_2,ImergenWstopsFull,1,120,1,120,1178.15,1185.634,,43.68991,0,,,,,0.144653,0,0.370613,0,20,0.5,distance_threshold,auditory loom,False,NaN,NaN,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T120.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T120.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T120.csv
cws_2,ImergenWstopsFull,1,121,1,121,1218.74,1224.57,,43.68991,,,,,,0.283814,0,0.295296,0,20,0.5,distance_threshold,auditory loom,False,NaN,NaN,cws_2/ImergenWstopsFull/S001/trackers/road_vertices_T121.csv,cws_2/ImergenWstopsFull/S001/trackers/roadTransformMat_T121.csv,cws_2/ImergenWstopsFull/S001/trackers/simplecar_carTransformMatrix_T121.csv
